ID	imdb_id	title	releasedYear	Genre	Director	Writter	actors	moviePlot	PreprocessedPlot	keywords	imdb_votes	imdb_rating	PolarityConfidence
1	tt1335975 	47 Ronin  	2013	"Action, Adventure, Drama"	Carl Rinsch	"Chris Morgan (screenplay), Hossein Amini (screenplay), Chris Morgan (screen story by), Walter Hamada (screen story by)"	"Keanu Reeves, Hiroyuki Sanada, Ko Shibasaki, Tadanobu Asano"	"While hunting in the forest, Lord Asano of Ako and his samurai find a young half-breed and take him with them to live in the castle. Several years later, Lord Asano holds a tournament to welcome the Shogun to Ako. The night after the tournament, Lord Asano is bewitched into hurting Lord Kira of Nagato, and is punished into committing seppuku by the Shogun. Realizing that it was a Lord Kira's evil plot, the samurais and the half-breed sets out for revenge against the Shogun's order."	hunting forest lord asano ako samurai find young halfbreed take live castle several year later lord asano hold tournament welcome shogun ako night tournament lord asano bewitched hurting lord kira nagato punished committing seppuku shogun realizing lord kiras evil plot samurai halfbreed set revenge shogun order	" forest lord asano ako, samurai find young halfbreed, live castle, several year, lord asano, hold tournament, welcome shogun ako night, tournament lord asano, hurting lord, kira nagato, committing seppuku, shogun realizing, evil plot samurai halfbreed, set revenge, shogun order"	6.3	"128,766"	92.7273
2	tt0359950	The Secret Life of Walter Mitty	2013	"Adventure, Comedy, Drama"	Ben Stiller	"Steve Conrad (screenplay by), Steve Conrad (screen story by), James Thurber (based on the short story by)"	"Ben Stiller, Kristen Wiig, Jon Daly, Kathryn Hahn"	"The manager of the negative assets sector of Life magazine, Walter Mitty, has been working for sixteen years for the magazine and has a tedious life, not going anywhere but from his home to his job and vice-versa. He is an escapist, daydreaming into a world of fantasy many times a day. Walter has a crush on the recently hired Cheryl Melhoff but he is too shy to invite her on a date and he is trying to contact her via online dating. The magazine is preparing to release its last printed edition and the loathsome manager of transition Ted Hendricks is preparing an inevitable downsizing over the next few days. Walter has been the liaison between the magazine and the mysterious independent photographer Sean O'Connell who has sent to him a package of negatives and a wallet as a gift for his work. Sean also suggests to the senior management the use of negative 25 for the cover of the last edition. However, Walter cannot find the negative that is missing. Walter has no means to contact Sean and finds a clue that he might be in Greenland. He decides to travel to Greenland to track Sean down in the beginning of an unbelievable adventure."	manager negative asset sector life magazine walter mitty working sixteen year magazine tedious life not going anywhere home job viceversa escapist daydreaming world fantasy many time day walter crush recently hired cheryl melhoff shy invite date trying contact via online dating magazine preparing release last printed edition loathsome manager transition ted hendricks preparing inevitable downsizing next day walter liaison magazine mysterious independent photographer sean oconnell sent package negative wallet gift work sean also suggests senior management use negative cover last edition however walter can not find negative missing walter no mean contact sean find clue might greenland decides travel greenland track sean beginning unbelievable adventure	" manager negative asset, sector life magazine, walter mitty, sixteen year magazine, tedious life, home job, viceversa escapist, daydreaming world fantasy, many time day walter, hired cheryl, melhoff shy, invite date, trying contact, online dating, magazine preparing, release last, printed edition loathsome manager, transition ted, hendricks preparing inevitable, next day walter liaison, magazine mysterious, independent photographer sean oconnell sent, package negative wallet, gift work sean, senior management use, negative cover, last edition, negative missing, mean contact, sean find, greenland decides travel, sean beginning, unbelievable adventure"	7.3	"263,083"	-80
3	tt2938956	The Transporter Refueled	2015	"Action, Adventure, Crime"	Camille Delamarre	"Adam Cooper, Bill Collage, Luc Besson, Luc Besson (characters), Robert Mark Kamen (characters)"	"Ed Skrein, Ray Stevenson, Loan Chabanol, Gabriella Wright"	"Frank Martin, played by newcomer Ed Skrein, a former special-ops mercenary, is now living a less perilous life - or so he thinks - transporting classified packages for questionable people. When Frank's father (Ray Stevenson) pays him a visit in the south of France, their father-son bonding weekend takes a turn for the worse when Frank is engaged by a cunning femme-fatale, Anna (Loan Chabanol), and her three seductive sidekicks to orchestrate the bank heist of the century. Frank must use his covert expertise and knowledge of fast cars, fast driving and fast women to outrun a sinister Russian kingpin, and worse than that, he is thrust into a dangerous game of chess with a team of gorgeous women out for revenge. From the producers of LUCY and the TAKEN trilogy, THE TRANSPORTER REFUELED is a fresh personification of the iconic role of Frank Martin, that launches the high-octane franchise into the present-day and introduces it to the next generation of thrill-seekers."	frank martin played newcomer ed skrein former specialops mercenary now living le perilous life so think transporting classified package questionable people frank father ray stevenson pay visit south france fatherson bonding weekend take turn worse frank engaged cunning femmefatale anna loan chabanol three seductive sidekick orchestrate bank heist century frank must use covert expertise knowledge fast car fast driving fast woman outrun sinister russian kingpin worse thrust dangerous game chess team gorgeous woman revenge producer lucy taken trilogy transporter refueled fresh personification iconic role frank martin launch highoctane franchise presentday introduces next generation thrillseekers	" frank martin, newcomer ed skrein, former specialops, le perilous life, think transporting, classified package, questionable people, stevenson pay visit, south france fatherson bonding, weekend take, turn worse frank, femmefatale anna loan chabanol, seductive sidekick orchestrate bank, heist century frank, covert expertise knowledge fast, woman outrun, sinister russian kingpin, thrust dangerous game, chess team, gorgeous woman revenge producer lucy, taken trilogy, transporter refueled fresh personification, iconic role frank, launch highoctane franchise presentday, introduces next generation"	5.2	"34,107"	75.5556
4	tt0120815	Saving Private Ryan	1998	"Drama, War"	Steven Spielberg	Robert Rodat	"Tom Hanks, Tom Sizemore, Edward Burns, Barry Pepper"	"Opening with the Allied invasion of Normandy on 6 June 1944, members of the 2nd Ranger Battalion under Cpt. Miller fight ashore to secure a beachhead. Amidst the fighting, two brothers are killed in action. Earlier in New Guinea, a third brother is KIA. Their mother, Mrs. Ryan, is to receive all three of the grave telegrams on the same day. The United States Army Chief of Staff, George C. Marshall, is given an opportunity to alleviate some of her grief when he learns of a fourth brother, Private James Ryan, and decides to send out 8 men (Cpt. Miller and select members from 2nd Rangers) to find him and bring him back home to his mother..."	opening allied invasion normandy june member ranger battalion cpt miller fight ashore secure beachhead amidst fighting two brother killed action earlier new guinea third brother kia mother mr ryan receive three grave telegram day united state army chief staff george  marshall given opportunity alleviate grief learns fourth brother private james ryan decides send men cpt miller select member ranger find bring back home mother	" allied invasion, june member ranger battalion, cpt miller fight, ashore secure beachhead, brother killed, earlier new guinea, third brother, mr ryan, telegram day, united state army, chief staff george marshall given, opportunity alleviate grief, brother private james, ryan decides send, men cpt, miller select member, ranger find, home mother"	8.6	"1,032,936"	100
5	tt0113497	Jumanji	1995	"Adventure, Family, Fantasy"	Joe Johnston	"Jonathan Hensleigh (screenplay), Greg Taylor (screenplay), Jim Strain (screenplay), Greg Taylor (screen story), Jim Strain (screen story), Chris Van Allsburg (screen story), Chris Van Allsburg (book)"	"Robin Williams, Jonathan Hyde, Kirsten Dunst, Bradley Pierce"	"After being trapped in a jungle board game for 26 years, a Man-Child wins his release from the game. But, no sooner has he arrived that he is forced to play again, and this time sets the creatures of the jungle loose on the city. Now it is up to him to stop them."	trapped jungle board game year manchild win release game no sooner arrived forced play time set creature jungle loose city now up stop	" trapped jungle, board game year, manchild win, release game, sooner arrived, forced play, time set, creature jungle, loose city"	6.9	"253,660"	100
6	tt3741834	Lion	2016	"Biography, Drama"	Garth Davis	"Saroo Brierley (adapted from the book ""A Long Way Home"" by), Luke Davies (screenplay by)"	"Sunny Pawar, Abhishek Bharate, Priyanka Bose, Khushi Solanki"	"In 1986, Saroo was a five-year-old child in India of a poor but happy rural family. On a trip with his brother, Saroo soon finds himself alone and trapped in a moving decommissioned passenger train that takes him to Calcutta, 1500 miles away from home. Now totally lost in an alien urban environment and too young to identify either himself or his home to the authorities, Saroo struggles to survive as a street child until he is sent to an orphanage. Soon, Saroo is selected to be adopted by the Brierley family in Tasmania, where he grows up in a loving, prosperous home. However, for all his material good fortune, Saroo finds himself plagued by his memories of his lost family in his adulthood and tries to search for them even as his guilt drives him to hide this quest from his adoptive parents and his girlfriend. Only when he has an epiphany does he realize not only the answers he needs, but also the steadfast love that he has always had with all his loved ones in both worlds."	saroo fiveyearold child india poor happy rural family trip brother saroo soon find alone trapped moving decommissioned passenger train take calcutta mile away home now totally lost alien urban environment young identify either home authority saroo struggle survive street child sent orphanage soon saroo selected adopted brierley family tasmania grows up loving prosperous home however material good fortune saroo find plagued memory lost family adulthood try search even guilt drive hide quest adoptive parent girlfriend epiphany realize not answer need also steadfast love always loved one world	" saroo fiveyearold child, rural family trip brother, alone trapped, decommissioned passenger, train take, urban environment, young identify, home authority, saroo struggle, survive street, sent orphanage, brierley family tasmania grows, prosperous home, good fortune saroo find, plagued memory, lost family, adulthood try search, drive hide, adoptive parent girlfriend epiphany realize, answer need, steadfast love"	8.1	"159,433"	50
7	tt0455614	Malena	2003	Short	Alberto Pernet	Alberto Pernet	N/A	N/A			6.4	24	100
8	tt0489045	Exposing the DaVinci Code	2005	Documentary	Michael Bouson	"Jessica Bertulis, Michael Bouson, Gregg McClurg"	Stephan Munsey	"The DaVinci code sold over 20 million copies in 44 languages by grossly distorting the truth and rewriting history. In this unprecedented television event, world-renowned scholars fight the dramatic and shocking distorted facts that almost derailed centuries of religious convictions."	davinci code sold million copy language grossly distorting truth rewriting history unprecedented television event worldrenowned scholar fight dramatic shocking distorted fact almost derailed century religious conviction	" davinci code, copy language, distorting truth rewriting, history unprecedented television, event worldrenowned scholar fight, dramatic shocking, distorted fact, almost derailed century, religious conviction"	4.1	99	74.2857
9	tt1389072	Downsizing	2017	"Comedy, Drama, Sci-Fi"	Alexander Payne	"Alexander Payne, Jim Taylor"	"Matt Damon, Christoph Waltz, Hong Chau, Kristen Wiig"	"""Downsizing"" follows a kindly occupational therapist who undergoes a new procedure to be shrunken to four inches tall so that he and his wife can help save the planet and afford a nice lifestyle at the same time."	downsizing follows kindly occupational therapist undergoes new procedure shrunken four inch tall so wife can help save planet afford nice lifestyle time	" kindly occupational therapist, new procedure, inch tall, save planet, afford nice, lifestyle time"	5.7	"49,405"	95.5556
10	tt6513656	Escape Plan 2: Hades	2018	"Action, Thriller"	Steven C. Miller	Miles Chapman	"Sylvester Stallone, Dave Bautista, Xiaoming Huang, Jesse Metcalfe"	"Sequel to the 2013 film that featured a security expert named Ray Breslin, who used his skills to test out the reliability of maximum security prisons."	sequel film featured security expert named ray breslin used skill test reliability maximum security prison	" sequel film, featured security, expert named, ray breslin, skill test reliability, maximum security prison"	3.8	"4,062"	50
11	tt0184215	Angels and Demons	1970	Drama	Carlos Hugo Christensen	"Jotta Barroso (story), Carlos Hugo Christensen, Orígenes Lessa"	"Eva Christian, Geraldo Del Rey, Luiz Fernando Ianelli, Fregolente"	Young woman and her lover involve a lawyer in their plan to kill her rich uncle and stay with his fortune.	young woman lover involve lawyer plan kill rich uncle stay fortune	" young woman lover involve, lawyer plan, rich uncle stay fortune"	6.3	221	71.4286
12	tt0468569	The Dark Knight	2008	"Action, Crime, Drama"	Christopher Nolan	"Jonathan Nolan (screenplay), Christopher Nolan (screenplay), Christopher Nolan (story), David S. Goyer (story), Bob Kane (characters)"	"Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine"	"Set within a year after the events of Batman Begins, Batman, Lieutenant James Gordon, and new district attorney Harvey Dent successfully begin to round up the criminals that plague Gotham City until a mysterious and sadistic criminal mastermind known only as the Joker appears in Gotham, creating a new wave of chaos. Batman's struggle against the Joker becomes deeply personal, forcing him to ""confront everything he believes"" and improve his technology to stop him. A love triangle develops between Bruce Wayne, Dent and Rachel Dawes."	set within year event batman begin batman lieutenant james gordon new district attorney harvey dent successfully begin round up criminal plague gotham city mysterious sadistic criminal mastermind known joker appears gotham creating new wave chaos batman struggle joker becomes deeply personal forcing confront everything belief improve technology stop love triangle develops bruce wayne dent rachel dawes	" year event batman, begin batman, lieutenant james, new district attorney harvey, criminal plague gotham city, criminal mastermind, known joker appears, gotham creating, new wave chaos batman, struggle joker, personal forcing, confront everything belief, improve technology, stop love triangle, wayne dent rachel dawes"	9	"1,928,558"	100
13	tt2229842	Table No. 21	2013	"Adventure, Drama, Mystery"	Aditya Datt	"Sheershak Anand (story and screenplay), Shantanu Ray Chhibber (story and screenplay), T. Rafael Cimino (novel), Abhijeet Deshpande"	"Paresh Rawal, Rajeev Khandelwal, Tina Desai, Dhruv Ganesh"	"A couple live a mediocre life and are thrilled to have won an exotic vacation to Fiji & their excitement increases when they get a chance to play ""Tell all truth"" game for a mind boggling prize money. The game begins and the couple discovers that the game isn't really a game, but is a game of survival."	couple live mediocre life thrilled won exotic vacation fiji excitement increase get chance play tell truth game mind boggling prize money game begin couple discovers game isnt really game game survival	" couple live mediocre, life thrilled, exotic vacation fiji excitement, increase get chance, play tell, truth game mind, prize money, game begin, couple discovers game, game game survival"	7.1	"9,504"	40
14	tt1613750	Kon-Tiki	2012	"Adventure, History"	"Joachim Rønning, Espen Sandberg"	Petter Skavlan	"Pål Sverre Hagen, Anders Baasmo Christiansen, Tobias Santelmann, Gustaf Skarsgård"	"The Norwegian explorer Thor Heyerdahl crossed the Pacific Ocean in a balsawood raft in 1947, together with five men, to prove that South Americans back in pre-Columbian times could have crossed the ocean and settled on Polynesian islands. After financing the trips with loans and donations, they set off on an epic 101-day-long trip across 8000 kilometers, while the world was waiting for the result of the trip. The film tells about the origin of the idea, the preparations, and the events on the trip. The ""Kon-Tiki"" was named after the Inca sun god, Viracocha, and ""Kon-Tiki"" is an old name for this god. Heyerdahl filmed the expedition, which later became the Academy Award winning documentary in 1951, and he wrote a book about the expedition that was translated into 70 languages and sold more than 50 millions copies around the world. Heyerdahl believed that people from South America could have settled Polynesia in pre-Columbian times, although most anthropologists now believe they did not. Anyway he proved that it was possible by using only the materials and technologies available to those people at that time. The trip took 101 days over 4,300 miles across the Pacific Ocean before the ""Kon-Tiki"" crashed onto the dangerous reefs outside Raroia in the Tuamotu Islands on August 7, 1947. All crewmen survived, and the ""Kon-Tiki"" was taken back to Norway. She is now featured in the Kon-Tiki Museum."	norwegian explorer thor heyerdahl crossed pacific ocean balsawood raft together five men prove south american back precolumbian time crossed ocean settled polynesian island financing trip loan donation set off epic daylong trip across kilometer world waiting result trip film tell origin idea preparation event trip kontiki named inca sun god viracocha kontiki old name god heyerdahl filmed expedition later became academy award winning documentary wrote book expedition translated language sold million copy around world heyerdahl believed people south america settled polynesia precolumbian time although anthropologist now believe not anyway proved possible using material technology available people time trip took day mile across pacific ocean kontiki crashed onto dangerous reef outside raroia tuamotu island august crewman survived kontiki taken back norway now featured kontiki museum	" norwegian explorer thor heyerdahl crossed, pacific ocean balsawood raft, men prove south, back precolumbian time, polynesian island, financing trip, loan donation, epic daylong trip, kilometer world, waiting result, trip film, origin idea, preparation event trip, kontiki named inca sun, god viracocha, old name god heyerdahl filmed, academy award, documentary wrote, book expedition, translated language sold, world heyerdahl, believed people south, settled polynesia, precolumbian time, possible using, material technology, available people time trip took, day mile, pacific ocean kontiki crashed, dangerous reef, raroia tuamotu island, august crewman, survived kontiki taken, featured kontiki"	7.2	"39,258"	100
15	tt1294226	The Last Song	2010	"Drama, Music, Romance"	Julie Anne Robinson	"Nicholas Sparks (screenplay), Jeff Van Wie (screenplay), Nicholas Sparks (book)"	"Miley Cyrus, Greg Kinnear, Bobby Coleman, Liam Hemsworth"	"Ronnie's (Miley Cyrus) and her younger brother, Jonah's, parents are divorced. They live with their mother until this summer when they are sent to live with their father (Greg Kinnear) in a small town on the beach. Ronnie resents her father and has no intention of being friendly or even talking to him for the summer. But after meeting a handsome guy and beginning to fall in love, Ronnie starts rediscovering her love for music, something she shares with her father. Reconnecting with music revives a kinship with her father which proves to be the most important relationship she may ever experience."	ronnies miley cyrus younger brother jonah parent divorced live mother summer sent live father greg kinnear small town beach ronnie resents father no intention friendly even talking summer meeting handsome guy beginning fall love ronnie start rediscovering love music something share father reconnecting music revives kinship father prof important relationship may ever experience	" ronnies miley, cyrus younger brother, jonah parent, live mother summer sent, live father greg kinnear, small town beach ronnie, resents father, talking summer, meeting handsome guy, beginning fall love, ronnie start, rediscovering love, music something share, reconnecting music revives, father prof, important relationship"	5.9	"68,909"	97.1429
16	tt0111161	The Shawshank Redemption	1994	"Crime, Drama"	Frank Darabont	"Stephen King (short story ""Rita Hayworth and Shawshank Redemption""), Frank Darabont (screenplay)"	"Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler"	"Chronicles the experiences of a formerly successful banker as a prisoner in the gloomy jailhouse of Shawshank after being found guilty of a crime he did not commit. The film portrays the man's unique way of dealing with his new, torturous life; along the way he befriends a number of fellow prisoners, most notably a wise long-term inmate named Red."	chronicle experience formerly successful banker prisoner gloomy jailhouse shawshank found guilty crime not commit film portrays man unique way dealing new torturous life along way befriends number fellow prisoner notably wise longterm inmate named red	" chronicle experience, formerly successful banker, prisoner gloomy jailhouse, shawshank found guilty crime, commit film, portrays man, unique way, torturous life, way befriends number, fellow prisoner, longterm inmate"	9.3	"1,949,244"	100
17	tt0878804	The Blind Side	2009	"Biography, Drama, Sport"	John Lee Hancock	"John Lee Hancock, Michael Lewis (book)"	"Sandra Bullock, Tim McGraw, Quinton Aaron, Jae Head"	"Based on the true story of Leigh Anne Tuohy and Sean Tuohy who take in a homeless teenage African-American, Michael Oher. Michael has no idea who his father is and his mother is a drug addict. Michael has had little formal education and few skills to help him learn. Leigh Anne soon takes charge however, as is her nature, ensuring that the young man has every opportunity to succeed. When he expresses an interest in football, she goes all out to help him, including giving the coach a few ideas on how best to use Michael's skills. They not only provide him with a loving home, but hire a tutor to help him improve his grades to the point where he would qualify for an NCAA Division I athletic scholarship. Michael Oher was the first-round pick of the Baltimore Ravens in the 2009 NFL draft."	based true story leigh anne tuohy sean tuohy take homeless teenage africanamerican michael oher michael no idea father mother drug addict michael little formal education skill help learn leigh anne soon take charge however nature ensuring young man every opportunity succeed express interest football go help including giving coach idea best use michael skill not provide loving home hire tutor help improve grade point qualify ncaa division athletic scholarship michael oher firstround pick baltimore raven nfl draft	" true story, leigh anne, sean tuohy, homeless teenage, africanamerican michael, father mother drug, addict michael, formal education skill help learn, take charge, young man, opportunity succeed express interest, football go, help including, giving coach, idea best use, michael skill, loving home, hire tutor help, improve grade, point qualify ncaa division, athletic scholarship michael oher, firstround pick, raven nfl draft"	7.7	"251,617"	94.5455
18	tt0125439	Notting Hill	1999	"Comedy, Drama, Romance"	Roger Michell	Richard Curtis	"Julia Roberts, Hugh Grant, Richard McCabe, Rhys Ifans"	"Every man's dream comes true for William Thacker, an unsuccessful Notting Hill bookstore owner, when Anna Scott, the world's most beautiful woman and best-liked actress, enters his shop. A little later, he still can't believe it himself, William runs into her again - this time spilling orange juice over her. Anna accepts his offer to change in his nearby apartment, and thanks him with a kiss, which seems to surprise her even more than him. Eventually, Anna and William get to know each other better over the months, but being together with the world's most wanted woman is not easy - neither around your closest friends, nor in front of the all-devouring press."	every man dream come true william thacker unsuccessful notting hill bookstore owner anna scott world beautiful woman bestliked actress enters shop little later still cant believe william run time spilling orange juice anna accepts offer change nearby apartment thanks kiss seems surprise even eventually anna william get know better month together world wanted woman not easy neither around closest friend front alldevouring press	" man dream, true william thacker, unsuccessful notting hill bookstore, owner anna, scott world, beautiful woman, actress enters, cant believe, william run time spilling, orange juice anna, accepts offer, change nearby apartment, thanks kiss, william get, better month, world wanted, closest friend front alldevouring"	7.1	"229,021"	100
19	tt2719848	Everest	2015	"Action, Adventure, Biography"	Baltasar Kormákur	"William Nicholson (screenplay), Simon Beaufoy (screenplay)"	"Jason Clarke, Ang Phula Sherpa, Thomas M. Wright, Martin Henderson"	"On the morning of May 10, 1996, climbers from two commercial expeditions start their final ascent toward the summit of Mount Everest, the highest point on Earth. With little warning, a violent storm strikes the mountain, engulfing the adventurers in one of the fiercest blizzards ever encountered by man. Challenged by the harshest conditions imaginable, the teams must endure blistering winds and freezing temperatures in an epic battle to survive against nearly impossible odds."	morning may climber two commercial expedition start final ascent toward summit mount everest highest point earth little warning violent storm strike mountain engulfing adventurer fiercest blizzard ever encountered man challenged harshest condition imaginable team must endure blistering wind freezing temperature epic battle survive nearly impossible odds	" commercial expedition, final ascent, summit mount, highest point earth, violent storm strike mountain engulfing, adventurer fiercest blizzard, encountered man challenged, harshest condition, imaginable team, freezing temperature, epic battle, nearly impossible odds"	7.1	"170,519"	70
20	tt2423132	Akaash Vani	2013	"Drama, Romance"	Luv Ranjan	N/A	"Kartik Aaryan, Nushrat Bharucha, Kiran Kumar, Gautam Mehra"	Follows the love story of a boy and a girl.	follows love story boy girl	" love story, boy girl"	6.2	"1,220"	10
21	tt4662468	404	2015–	Drama	N/A	N/A	"Damien Michael Chase, Adam Daniels, Vincent Anthony, Aaron Chaney"	In Atlanta everyone is trying to get to the top in the entertainment business but everything has a price.	atlanta everyone trying get top entertainment business everything price	" everyone trying, top entertainment business everything"	N/A	N/A	100
22	tt6235786	The Road Movie	2016	Documentary	Dmitrii Kalashnikov	N/A	N/A	A documentary comprised entirely of footage from dashboard cameras from Russian cars.	documentary comprised entirely footage dashboard camera russian car	" documentary comprised, entirely footage dashboard, camera russian car"	6.7	290	66.6667
23	tt2674426	Me Before You	2016	"Drama, Romance"	Thea Sharrock	"Jojo Moyes (based on the novel by), Jojo Moyes (screenplay by)"	"Sam Claflin, Vanessa Kirby, Emilia Clarke, Eileen Dunwoodie"	Lou Clark knows lots of things. She knows how many footsteps there are between the bus stop and home. She knows she likes working in The Buttered Bun tea shop and she knows she might not love her boyfriend Patrick. What Lou doesn't know is she's about to lose her job or that knowing what's coming is what keeps her sane. Will Traynor knows his motorcycle accident took away his desire to live. He knows everything feels very small and rather joyless now and he knows exactly how he's going to put a stop to that. What Will doesn't know is that Lou is about to burst into his world in a riot of color. And neither of them knows they're going to change each other for all time.	lou clark know lot thing know many footstep bus stop home know like working buttered bun tea shop know might not love boyfriend patrick lou doesnt know shes lose job knowing whats coming keep sane will traynor know motorcycle accident took away desire live know everything feel very small rather joyless now know exactly he going put stop will doesnt know lou burst world riot color neither know theyre going change time	" lou clark, know lot, thing know many footstep, bus stop, home know, bun tea shop know, love boyfriend, patrick lou doesnt, know shes, lose job, knowing whats coming, keep sane, motorcycle accident, desire live, know everything feel, burst world riot color, know theyre going, change time"	7.4	"146,905"	96
24	tt5052448	Get Out	2017	"Horror, Mystery, Thriller"	Jordan Peele	Jordan Peele	"Daniel Kaluuya, Allison Williams, Catherine Keener, Bradley Whitford"	"Chris and his girlfriend Rose go upstate to visit her parent's for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined."	chris girlfriend rose go upstate visit parent weekend first chris read family overly accommodating behavior nervous attempt deal daughter interracial relationship weekend progress series increasingly disturbing discovery lead truth never imagined	" chris girlfriend, upstate visit parent weekend, chris read, behavior nervous attempt, deal daughter, interracial relationship weekend progress, disturbing discovery, lead truth"	7.7	"312,035"	100
25	tt3531824	Nerve	2016	"Action, Adventure, Crime"	"Henry Joost, Ariel Schulman"	"Jessica Sharzer (screenplay by), Jeanne Ryan (based on the novel by)"	"Emma Roberts, Dave Franco, Emily Meade, Miles Heizer"	"'Nerve' is about an online dare game, in which people give participants anonymous dares for money. The participants compete with each other to win the grand prize as the dares get tougher. Things get worse when the tasks get increasingly dangerous and lives are at stake."	nerve online dare game people give participant anonymous dare money participant compete win grand prize dare get tougher thing get worse task get increasingly dangerous life stake	" dare game people give, anonymous dare money participant, compete win grand prize, dare get tougher thing, worse task, increasingly dangerous life"	6.6	"92,126"	100
26	tt0816692	Interstellar	2014	"Adventure, Drama, Sci-Fi"	Christopher Nolan	"Jonathan Nolan, Christopher Nolan"	"Ellen Burstyn, Matthew McConaughey, Mackenzie Foy, John Lithgow"	"Earth's future has been riddled by disasters, famines, and droughts. There is only one way to ensure mankind's survival: Interstellar travel. A newly discovered wormhole in the far reaches of our solar system allows a team of astronauts to go where no man has gone before, a planet that may have the right environment to sustain human life."	earth future riddled disaster famine drought way ensure mankind survival interstellar travel newly discovered wormhole far reach solar system allows team astronaut go no man gone planet may right environment sustain human life	" earth future, riddled disaster, famine drought way, interstellar travel, discovered wormhole, solar system, allows team, astronaut go, man gone, right environment, sustain human life"	8.6	"1,183,834"	-100
27	tt0325710	The Last Samurai	2003	"Action, Drama, History"	Edward Zwick	"John Logan (story), John Logan (screenplay), Edward Zwick (screenplay), Marshall Herskovitz (screenplay)"	"Ken Watanabe, Tom Cruise, William Atherton, Chad Lindberg"	"In the 1870s, Captain Nathan Algren, a cynical veteran of the American Civil war who will work for anyone, is hired by Americans who want lucrative contracts with the Emperor of Japan to train the peasant conscripts for the first standing imperial army in modern warfare using firearms. The imperial Omura cabinet's first priority is to repress a rebellion of traditionalist Samurai -hereditary warriors- who remain devoted to the sacred dynasty but reject the Westernizing policy and even refuse firearms. Yet when his ill-prepared superior force sets out too soon, their panic allows the sword-wielding samurai to crush them. Badly wounded Algren's courageous stand makes the samurai leader Katsumoto spare his life; once nursed to health he learns to know and respect the old Japanese way, and participates as advisor in Katsumoto's failed attempt to save the Bushido tradition, but Omura gets repressive laws enacted- he must now choose to honor his loyalty to one of the embittered sides when the conflict returns to the battlefield..."	 captain nathan algren cynical veteran american civil war will work anyone hired american want lucrative contract emperor japan train peasant conscript first standing imperial army modern warfare using firearm imperial omura cabinet first priority repress rebellion traditionalist samurai hereditary warrior remain devoted sacred dynasty reject westernizing policy even refuse firearm yet illprepared superior force set soon panic allows swordwielding samurai crush badly wounded algren courageous stand make samurai leader katsumoto spare life nursed health learns know respect old japanese way participates advisor katsumotos failed attempt save bushido tradition omura get repressive law enacted must now choose honor loyalty embittered side conflict return battlefield	" captain nathan, civil war, work anyone, american want, lucrative contract emperor japan train, peasant conscript, imperial army, modern warfare, imperial omura cabinet, priority repress rebellion, traditionalist samurai, hereditary warrior, sacred dynasty reject westernizing, refuse firearm, superior force, soon panic allows, swordwielding samurai, courageous stand, samurai leader katsumoto, spare life, nursed health, learns know, japanese way, katsumotos failed, attempt save, bushido tradition omura, repressive law, choose honor, loyalty embittered side conflict, return battlefield"	7.7	"351,945"	100
28	tt2094766	Assassin's Creed	2016	"Action, Adventure, Fantasy"	Justin Kurzel	"Michael Lesslie (screenplay by), Adam Cooper (screenplay by), Bill Collage (screenplay by)"	"Michael Fassbender, Marion Cotillard, Jeremy Irons, Brendan Gleeson"	"Through a revolutionary technology that unlocks his genetic memories, Callum Lynch (Michael Fassbender) experiences the adventures of his ancestor, Aguilar de Nerha, in 15th Century Spain. Callum discovers he is descended from a mysterious secret society, the Assassins, and amasses incredible knowledge and skills to take on the oppressive and powerful Templar organization in the present day."	revolutionary technology unlocks genetic memory callum lynch michael fassbender experience adventure ancestor aguilar de nerha century spain callum discovers descended mysterious secret society assassin amasses incredible knowledge skill take oppressive powerful templar organization present day	" revolutionary technology unlocks, genetic memory callum lynch, michael fassbender experience adventure, ancestor aguilar, nerha century spain callum, discovers descended mysterious, secret society assassin amasses, incredible knowledge skill take, templar organization, present day"	5.8	"153,093"	100
29	tt1753383	A Dog's Purpose	2017	"Adventure, Comedy, Drama"	Lasse Hallström	"W. Bruce Cameron (screenplay), Cathryn Michon (screenplay), Audrey Wells (screenplay), Maya Forbes (screenplay), Wallace Wolodarsky (screenplay), W. Bruce Cameron (based on the novel by)"	"Josh Gad, Dennis Quaid, Peggy Lipton, Bryce Gheisar"	A dog looks to discover his purpose in life over the course of several lifetimes and owners.	dog look discover purpose life course several lifetime owner	" dog look discover, purpose life course, several lifetime owner"	6.9	"44,123"	97.1429
