ID	imdb_id	title	releasedYear	Genre	Director	Writter	actors	moviePlot	PreprocessedPlot	keywords	imdb_votes	imdb_rating	PolarityConfidence
84	tt2557478	Pacific Rim: Uprising	2018	"Action, Adventure, Sci-Fi"	Steven S. DeKnight	"Steven S. DeKnight, Emily Carmichael, Kira Snyder, T.S. Nowlin, Travis Beacham (based on characters created by)"	"John Boyega, Scott Eastwood, Cailee Spaeny, Burn Gorman"	"Jake Pentecost, son of Stacker Pentecost, reunites with Mako Mori to lead a new generation of Jaeger pilots, including rival Lambert and 15-year-old hacker Amara, against a new Kaiju threat."	jake pentecost son stacker pentecost reunites mako mori lead new generation jaeger pilot including rival lambert yearold hacker amara new kaiju threat	" jake pentecost son, stacker pentecost, mako mori, new generation jaeger pilot including, lambert yearold hacker amara, new kaiju threat"	5.7	"45,502"	97.7778
85	tt0369610	Jurassic World	2015	"Action, Adventure, Sci-Fi"	Colin Trevorrow	"Rick Jaffa (screenplay by), Amanda Silver (screenplay by), Colin Trevorrow (screenplay by), Derek Connolly (screenplay by), Rick Jaffa (story by), Amanda Silver (story by), Michael Crichton (based on the characters created by)"	"Chris Pratt, Bryce Dallas Howard, Irrfan Khan, Vincent D'Onofrio"	"22 years after the original Jurassic Park failed, the new park (also known as Jurassic World) is open for business. After years of studying genetics the scientists on the park genetically engineer a new breed of dinosaur. When everything goes horribly wrong, will our heroes make it off the island?"	year original jurassic park failed new park also known jurassic world open business year studying genetics scientist park genetically engineer new breed dinosaur everything go horribly wrong will hero make off island	" year original jurassic, park failed new park, jurassic world, open business year studying, genetics scientist park, new breed dinosaur everything go"	7	"499,138"	100
86	tt1365519	Tomb Raider	2018	"Action, Adventure, Fantasy"	Roar Uthaug	"Geneva Robertson-Dworet (screenplay by), Alastair Siddons (screenplay by), Evan Daugherty (story by), Geneva Robertson-Dworet (story by)"	"Alicia Vikander, Dominic West, Walton Goggins, Daniel Wu"	"Lara Croft is the fiercely independent daughter of an eccentric adventurer who vanished when she was scarcely a teen. Now a young woman of 21 without any real focus or purpose, Lara navigates the chaotic streets of trendy East London as a bike courier, barely making the rent, and takes college courses, rarely making it to class. Determined to forge her own path, she refuses to take the reins of her father's global empire just as staunchly as she rejects the idea that he's truly gone. Advised to face the facts and move forward after seven years without him, even Lara can't understand what drives her to finally solve the puzzle of his mysterious death. Going explicitly against his final wishes, she leaves everything she knows behind in search of her dad's last-known destination: a fabled tomb on a mythical island that might be somewhere off the coast of Japan. But her mission will not be an easy one; just reaching the island will be extremely treacherous. Suddenly, the stakes couldn't be higher for Lara, who-against the odds and armed with only her sharp mind, blind faith and inherently stubborn spirit-must learn to push herself beyond her limits as she journeys into the unknown. If she survives this perilous adventure, it could be the making of her, earning her the name tomb raider."	lara croft fiercely independent daughter eccentric adventurer vanished scarcely teen now young woman without real focus purpose lara navigates chaotic street trendy east london bike courier barely making rent take college course rarely making class determined forge path refuse take rein father global empire just staunchly reject idea he truly gone advised face fact move forward seven year without even lara cant understand drive finally solve puzzle mysterious death going explicitly final wish leaf everything know behind search dad lastknown destination fabled tomb mythical island might somewhere off coast japan mission will not easy just reaching island will extremely treacherous suddenly stake couldnt higher lara whoagainst odds armed sharp mind blind faith inherently stubborn spiritmust learn push beyond limit journey unknown survives perilous adventure making earning name tomb raider	" lara croft, fiercely independent daughter, eccentric adventurer, now young woman, real focus purpose lara navigates, chaotic street, east london bike courier, rent take, college course, making class determined, forge path refuse take, father global empire, staunchly reject idea, advised face fact move, understand drive, puzzle mysterious death, wish leaf everything know, search dad, lastknown destination, mythical island, coast japan mission, reaching island, stake couldnt, higher lara, odds armed sharp mind, inherently stubborn spiritmust, learn push, limit journey, unknown survives, perilous adventure, earning name, tomb raider"	6.5	"90,818"	97.5
87	tt2231461	Rampage	2018	"Action, Adventure, Sci-Fi"	Brad Peyton	"Ryan Engle (screenplay by), Carlton Cuse (screenplay by), Ryan J. Condal (screenplay by), Adam Sztykiel (screenplay by), Ryan Engle (story by)"	"Dwayne Johnson, Naomie Harris, Malin Akerman, Jeffrey Dean Morgan"	"When three different animals become infected with a dangerous pathogen, a primatologist and a geneticist team up to stop them from destroying Chicago."	three different animal become infected dangerous pathogen primatologist geneticist team up stop destroying chicago	" animal become, dangerous pathogen primatologist geneticist, destroying chicago"	6.3	"36,247"	40
88	tt0038650	It's a Wonderful Life	1946	"Drama, Family, Fantasy"	Frank Capra	"Frances Goodrich (screenplay), Albert Hackett (screenplay), Frank Capra (screenplay), Jo Swerling (additional scenes), Philip Van Doren Stern (story)"	"James Stewart, Donna Reed, Lionel Barrymore, Thomas Mitchell"	"George Bailey has spent his entire life giving of himself to the people of Bedford Falls. He has always longed to travel but never had the opportunity in order to prevent rich skinflint Mr. Potter from taking over the entire town. All that prevents him from doing so is George's modest building and loan company, which was founded by his generous father. But on Christmas Eve, George's Uncle Billy loses the business's $8,000 while intending to deposit it in the bank. Potter finds the misplaced money and hides it from Billy. When the bank examiner discovers the shortage later that night, George realizes that he will be held responsible and sent to jail and the company will collapse, finally allowing Potter to take over the town. Thinking of his wife, their young children, and others he loves will be better off with him dead, he contemplates suicide. But the prayers of his loved ones result in a gentle angel named Clarence coming to earth to help George, with the promise of earning his wings. He shows George what things would have been like if he had never been born. In a nightmarish vision in which the Potter-controlled town is sunk in sex and sin, those George loves are either dead, ruined, or miserable. He realizes that he has touched many people in a positive way and that his life has truly been a wonderful one."	george bailey spent entire life giving people bedford fall always longed travel never opportunity order prevent rich skinflint mr potter taking entire town prevents so george modest building loan company founded generous father christmas eve george uncle billy loses business intending deposit bank potter find misplaced money hide billy bank examiner discovers shortage later night george realizes will held responsible sent jail company will collapse finally allowing potter take town thinking wife young child others love will better off dead contemplates suicide prayer loved one result gentle angel named clarence coming earth help george promise earning wing show george thing like never born nightmarish vision pottercontrolled town sunk sex sin george love either dead ruined miserable realizes touched many people positive way life truly wonderful	" george bailey spent, entire life, giving people bedford, longed travel, opportunity order prevent, rich skinflint mr potter taking, entire town prevents, modest building loan company founded, generous father christmas eve, george uncle, loses business intending, deposit bank potter, misplaced money hide, bank examiner discovers, night george realizes, sent jail company, potter take, town thinking, wife young child, others love, dead contemplates, suicide prayer loved, result gentle angel, named clarence coming, earth help, george promise earning, wing show, george thing, nightmarish vision, pottercontrolled town, sunk sex sin, dead ruined, miserable realizes, many people, positive way life"	8.6	"328,300"	87.3684
89	tt1375666	Inception	2010	"Action, Adventure, Sci-Fi"	Christopher Nolan	Christopher Nolan	"Leonardo DiCaprio, Joseph Gordon-Levitt, Ellen Page, Tom Hardy"	"Dom Cobb is a skilled thief, the absolute best in the dangerous art of extraction, stealing valuable secrets from deep within the subconscious during the dream state, when the mind is at its most vulnerable. Cobb's rare ability has made him a coveted player in this treacherous new world of corporate espionage, but it has also made him an international fugitive and cost him everything he has ever loved. Now Cobb is being offered a chance at redemption. One last job could give him his life back but only if he can accomplish the impossible - inception. Instead of the perfect heist, Cobb and his team of specialists have to pull off the reverse: their task is not to steal an idea but to plant one. If they succeed, it could be the perfect crime. But no amount of careful planning or expertise can prepare the team for the dangerous enemy that seems to predict their every move. An enemy that only Cobb could have seen coming."	dom cobb skilled thief absolute best dangerous art extraction stealing valuable secret deep within subconscious dream state mind vulnerable cobbs rare ability made coveted player treacherous new world corporate espionage also made international fugitive cost everything ever loved now cobb offered chance redemption last job give life back can accomplish impossible inception instead perfect heist cobb team specialist pull off reverse task not steal idea plant succeed perfect crime no amount careful planning expertise can prepare team dangerous enemy seems predict every move enemy cobb seen coming	" dom cobb, dangerous art extraction stealing, secret deep, subconscious dream state mind, vulnerable cobbs, rare ability, coveted player, new world, corporate espionage, fugitive cost everything, cobb offered, chance redemption, last job, give life, impossible inception, instead perfect heist, cobb team specialist, reverse task, not steal idea, plant succeed perfect crime, amount careful planning, team dangerous enemy, move enemy cobb"	8.8	"1,709,537"	71.4286
90	tt4721404	The Good Catholic	2017	"Comedy, Drama"	Paul Shoulberg	Paul Shoulberg	"Zachary Spicer, Wrenn Schmidt, Danny Glover, John C. McGinley"	Daniel loved his job as a small town priest more than anything. Then he met Jane. God help him.	daniel loved job small town priest anything met jane god help	" daniel loved, job small town, priest anything, met jane, god help"	5.3	590	100
91	tt1706620	Snowpiercer	2013	"Action, Adventure, Sci-Fi"	Joon-ho Bong	"Joon-ho Bong (screenplay), Kelly Masterson (screenplay), Joon-ho Bong (screen story), Jacques Lob (based on Le Transperceneige by), Benjamin Legrand (based on Le Transperceneige by), Jean-Marc Rochette (based on Le Transperceneige by)"	"Chris Evans, Kang-ho Song, Ed Harris, John Hurt"	"Set in 2031, the entire world is frozen except for those aboard the Snowpiercer. For 17 years, the world's survivors are on a train hurtling around the globe creating their own economy and class system. Led by Curtis, a group of lower-class citizens living in squalor at the back of the train are determined to get to the front of the train and spread the wealth around. Each section of the train holds new surprises for the group who have to battle their way through. A revolution is underway."	set entire world frozen except aboard snowpiercer year world survivor train hurtling around globe creating economy class system led curtis group lowerclass citizen living squalor back train determined get front train spread wealth around section train hold new surprise group battle way revolution underway	" entire world frozen, aboard snowpiercer year, world survivor train, creating economy, class system, led curtis, group lowerclass citizen, living squalor, train determined, front train spread wealth, section train, new surprise group battle, way revolution underway"	7	"220,593"	82
92	tt0454921	The Pursuit of Happyness	2006	"Biography, Drama"	Gabriele Muccino	Steve Conrad	"Will Smith, Jaden Smith, Thandie Newton, Brian Howe"	"Based on a true story about a man named Christopher Gardner. Gardner has invested heavily in a device known as a ""Bone Density scanner"". He feels like he has made these devices. However, they do not sell as they are marginally better than the current technology at a much higher price. As Gardner tries to figure out how to sell them, his wife leaves him, he loses his house, his bank account, and credit cards. Forced to live out in the streets with his son, Gardner is now desperate to find a steady job; he takes on a job as a stockbroker, but before he can receive pay, he needs to go through 6 months of training, and to sell his devices."	based true story man named christopher gardner gardner invested heavily device known bone density scanner feel like made device however not sell marginally better current technology much higher price gardner try figure sell wife leaf loses house bank account credit card forced live street son gardner now desperate find steady job take job stockbroker can receive pay need go month training sell device	" true story man named, christopher gardner gardner, device known, bone density, scanner feel, made device, better current technology, much higher price, gardner try, figure sell, wife leaf, loses house, bank account credit, card forced live street, son gardner, desperate find, steady job, take job, go month, training sell device"	8	"383,549"	100
93	tt3890160	Baby Driver	2017	"Action, Crime, Music"	Edgar Wright	Edgar Wright	"Ansel Elgort, Jon Bernthal, Jon Hamm, Eiza González"	"Baby is a young and partially hearing impaired getaway driver who can make any wild move while in motion with the right track playing. It's a critical talent he needs to survive his indentured servitude to the crime boss, Doc, who values his role in his meticulously planned robberies. However, just when Baby thinks he is finally free and clear to have his own life with his new girlfriend, Deborah, Doc coerces him back for another job. Now saddled with a crew of thugs too violently unstable to keep to Doc's plans, Baby finds himself and everything he cares for in terrible danger. To survive and escape the coming maelstrom, it will take all of Baby's skill, wits and daring, but even on the best track, can he make it when life is forcing him to face the music?"	baby young partially hearing impaired getaway driver can make wild move motion right track playing critical talent need survive indentured servitude crime bos doc value role meticulously planned robbery however just baby think finally free clear life new girlfriend deborah doc coerces back another job now saddled crew thug violently unstable keep doc plan baby find everything care terrible danger survive escape coming maelstrom will take baby skill wit daring even best track can make life forcing face music	" baby young, impaired getaway driver, wild move motion, track playing critical talent, need survive, servitude crime bos, value role, planned robbery, baby think, clear life, new girlfriend deborah doc, saddled crew, unstable keep, doc plan, find everything, care terrible danger, survive escape, coming maelstrom, take baby, skill wit, even best track, make life forcing, face music"	7.7	"304,992"	64
94	tt3521164	Moana	2016	"Animation, Adventure, Comedy"	"Ron Clements, John Musker, Don Hall(co-director), Chris Williams(co-director)"	"Jared Bush (screenplay by), Ron Clements (story by), John Musker (story by), Chris Williams (story by), Don Hall (story by), Pamela Ribon (story by), Aaron Kandell (story by), Jordan Kandell (story by)"	"Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison"	"Moana Waialiki is a sea voyaging enthusiast and the only daughter of a chief in a long line of navigators. When her island's fishermen can't catch any fish and the crops fail, she learns that the demigod Maui caused the blight by stealing the heart of the goddess, Te Fiti. The only way to heal the island is to persuade Maui to return Te Fiti's heart, so Moana sets off on an epic journey across the Pacific. The film is based on stories from Polynesian mythology."	moana waialiki sea voyaging enthusiast daughter chief long line navigator island fisherman cant catch fish crop fail learns demigod maui caused blight stealing heart goddess te fiti way heal island persuade maui return te fitis heart so moana set off epic journey across pacific film based story polynesian mythology	" sea voyaging enthusiast daughter, chief long line, navigator island fisherman, cant catch fish crop, fail learns demigod maui, blight stealing, heart goddess te, fiti way, heal island persuade maui, return te, fitis heart, moana set, epic journey, pacific film, based story, polynesian mythology"	7.6	"192,967"	83.3333
95	tt0102926	The Silence of the Lambs	1991	"Crime, Drama, Thriller"	Jonathan Demme	"Thomas Harris (novel), Ted Tally (screenplay)"	"Jodie Foster, Lawrence A. Bonney, Kasi Lemmons, Lawrence T. Wrentz"	"FBI trainee Clarice Starling works hard to advance her career, including trying to hide or put behind her West Virginia roots, of which if some knew would automatically classify her as being backward or white trash. After graduation, she aspires to work in the agency's Behavioral Science Unit under the leadership of Jack Crawford. While she is still a trainee, Crawford does ask her to question Dr. Hannibal Lecter, a psychiatrist imprisoned thus far for eight years in maximum security isolation for being a serial killer, he who cannibalized his victims. Clarice is able to figure out the assignment is to pick Lecter's brains to help them solve another serial murder case, that of someone coined by the media as Buffalo Bill who has so far killed five victims, all located in the eastern US, all young women who are slightly overweight especially around the hips, all who were drowned in natural bodies of water, and all who were stripped of large swaths of skin. She also figures that Crawford chose her as a woman to be able to trigger some emotional response from Lecter. After speaking to Lecter for the first time, she realizes that everything with him will be a psychological game with her having often to read between the very cryptic lines he provides. She has to decide how much she will play along as his request in return for talking to him is to expose herself emotionally to him. The case takes more dire turns when a sixth victim is discovered, this one from who they are able to retrieve a key piece of evidence if Lecter is being forthright as to its meaning. A potential seventh victim is high profile Catherine Martin, the daughter of Senator Ruth Martin, which places greater scrutiny on the case as they search for a hopefully still alive Catherine. Who may factor into what happens is Dr. Frederick Chilton, the warden at the prison, he an opportunist who sees the higher profile with Catherine, meaning a higher profile for himself if he can insert himself successfully into the proceedings."	fbi trainee clarice starling work hard advance career including trying hide put behind west virginia root knew automatically classify backward white trash graduation aspires work agency behavioral science unit leadership jack crawford still trainee crawford ask question dr hannibal lecter psychiatrist imprisoned thus far eight year maximum security isolation serial killer cannibalized victim clarice able figure assignment pick lecters brain help solve another serial murder case someone coined medium buffalo bill so far killed five victim located eastern  young woman slightly overweight especially around hip drowned natural body water stripped large swath skin also figure crawford chose woman able trigger emotional response lecter speaking lecter first time realizes everything will psychological game often read very cryptic line provides decide much will play along request return talking expose emotionally case take dire turn sixth victim discovered able retrieve key piece evidence lecter forthright meaning potential seventh victim high profile catherine martin daughter senator ruth martin place greater scrutiny case search hopefully still alive catherine may factor happens dr frederick chilton warden prison opportunist see higher profile catherine meaning higher profile can insert successfully proceeding	" fbi trainee clarice starling, work hard advance, career including, trying hide put, west virginia, backward white trash, graduation aspires, work agency, behavioral science unit leadership, jack crawford, still trainee crawford, ask question, dr hannibal lecter, psychiatrist imprisoned, year maximum security, isolation serial killer, victim clarice, able figure assignment pick, lecters brain help, serial murder case someone coined, medium buffalo bill, victim located eastern, young woman, hip drowned natural body, water stripped large swath, figure crawford, chose woman, able trigger, emotional response, speaking lecter, first time, realizes everything, psychological game, very cryptic line, along request return, case take, dire turn, sixth victim, able retrieve key piece, evidence lecter, seventh victim, high profile catherine martin, daughter senator ruth, martin place, greater scrutiny case search, still alive catherine, factor happens, frederick chilton warden prison, opportunist see higher, profile catherine meaning, higher profile"	8.6	"1,047,075"	100
96	tt4857264	The Invisible Guest	2016	"Crime, Mystery, Thriller"	Oriol Paulo	Oriol Paulo	"Mario Casas, Ana Wagener, José Coronado, Bárbara Lennie"	"Adrián Doria, a wealthy businessman named Man of the Year due to his high-tech company and his trade agreements with the Asian market, meets Virginia Goodman, a veteran lawyer expert in witness preparation and judicial declaration, recommended by Adrián's lawyer Felix Leiva in order to create a credible defense. Arrested by the police in a mountain hotel room with the corpse of his lover at his side, photographer Laura Vidal, Adrián talks Virginia about the crime and his relationship with Laura, revealing that both suffered a car crash where a man called Daniel Garrido died, and how Laura manipulated Adrián to avoid the jail by Daniel's death. At the same time that Félix is looking for a clue that it could change the course of the events, Virginia and Adrián keep talking about the case but her, unconvinced of the Adrián's testimony, forces him to clear the dark points of his history, in a puzzle where the truth and the lie are easily exchangeable."	adrin doria wealthy businessman named man year due hightech company trade agreement asian market meet virginia goodman veteran lawyer expert witness preparation judicial declaration recommended adrins lawyer felix leiva order create credible defense arrested police mountain hotel room corpse lover side photographer laura vidal adrin talk virginia crime relationship laura revealing suffered car crash man called daniel garrido died laura manipulated adrin avoid jail daniel death time flix looking clue change course event virginia adrin keep talking case unconvinced adrins testimony force clear dark point history puzzle truth lie easily exchangeable	" adrin doria, wealthy businessman, named man, year due hightech, company trade agreement, asian market meet, virginia goodman, veteran lawyer, expert witness preparation, judicial declaration, recommended adrins, lawyer felix, leiva order, create credible defense, arrested police, mountain hotel room, corpse lover side, photographer laura, adrin talk, crime relationship laura, revealing suffered, car crash man, called daniel, garrido died, laura manipulated adrin, avoid jail daniel death, time flix, clue change course event, virginia adrin, talking case unconvinced, adrins testimony force, dark point history, truth lie"	8.1	"55,296"	20
97	tt6513656	Escape Plan 2: Hades	2018	"Action, Thriller"	Steven C. Miller	Miles Chapman	"Sylvester Stallone, Dave Bautista, Xiaoming Huang, Jesse Metcalfe"	"Sequel to the 2013 film that featured a security expert named Ray Breslin, who used his skills to test out the reliability of maximum security prisons."	sequel film featured security expert named ray breslin used skill test reliability maximum security prison	" sequel film, featured security, expert named, ray breslin, skill test reliability, maximum security prison"	3.8	"4,062"	40
98	tt4468740	Paddington 2	2017	"Animation, Adventure, Comedy"	Paul King	"Paul King, Simon Farnaby, Michael Bond (""Paddington Bear"" created by)"	"Michael Gambon, Imelda Staunton, Ben Whishaw, Madeleine Harris"	"Paddington is happily settled with the Brown family in Windsor Gardens, where he has become a popular member of the community, spreading joy and marmalade wherever he goes. While searching for the perfect present for his beloved Aunt Lucy's 100th birthday, Paddington spots a unique pop-up book in Mr. Gruber's antique shop, and embarks upon a series of odd jobs to buy it. But when the book is stolen, it's up to Paddington and the Browns to unmask the thief."	paddington happily settled brown family windsor garden become popular member community spreading joy marmalade wherever go searching perfect present beloved aunt lucy birthday paddington spot unique popup book mr grubers antique shop embarks upon series odd job buy book stolen up paddington brown unmask thief	" brown family windsor garden become, popular member community spreading, joy marmalade, present beloved, aunt lucy, birthday paddington spot, unique popup book mr, grubers antique, shop embarks, series odd job, buy book stolen, unmask thief"	7.9	"29,049"	37.5
99	tt2802144	Kingsman: The Secret Service	2014	"Action, Adventure, Comedy"	Matthew Vaughn	"Jane Goldman (screenplay by), Matthew Vaughn (screenplay by), Mark Millar (based on the comic book ""The Secret Service"" by), Dave Gibbons (based on the comic book ""The Secret Service"" by)"	"Adrian Quinton, Colin Firth, Mark Strong, Jonno Davies"	"A young man named Eggsy whose father died when he was a young boy, is dealing with living with the creep his mother is with now, who mistreats her and him. He goes out and does something to one of the creep's friends. He gets arrested and he calls a number a man gave him around the time his father died, to call if he needs help. A man named Harry approaches him and tells him he's the one who helped him. He tells him that he knew his father. When the man Eggsy slighted wants some payback, Harry takes care of him and his companions single handed. Harry then tells Eggsy that he's part of a secret organization called the Kingsman and his father was also part of it. He died trying to make the world safe. Harry offers Eggsy the opportunity to be a Kingsman and he takes it. He undergoes a grueling training course. Harry is looking into the demise of another Kingsman and the trail leads him to tech billionaire named Valentine aka V who is also curious about the group following him, the Kingsman."	young man named eggsy whose father died young boy dealing living creep mother now mistreats go something creep friend get arrested call number man gave around time father died call need help man named harry approach tell he helped tell knew father man eggsy slighted want payback harry take care companion single handed harry tell eggsy he part secret organization called kingsman father also part died trying make world safe harry offer eggsy opportunity kingsman take undergoes grueling training course harry looking demise another kingsman trail lead tech billionaire named valentine aka  also curious group following kingsman	" young man, named eggsy, father died young boy, creep mother, go something, creep friend get, call number man gave, time father, call need help man named, harry approach tell, father man eggsy slighted, want payback harry take, care companion, single handed, harry tell, part secret organization, called kingsman, part died, trying make, world safe harry, eggsy opportunity kingsman take, undergoes grueling, training course, harry looking, kingsman trail lead, tech billionaire, named valentine, also curious group, following kingsman"	7.7	"505,769"	-80
100	tt0892769	How to Train Your Dragon	2010	"Animation, Action, Adventure"	"Dean DeBlois, Chris Sanders"	"William Davies (screenplay), Dean DeBlois (screenplay), Chris Sanders (screenplay), Cressida Cowell (book), Marc Hyman (collaborating writer)"	"Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera"	"Long ago up North on the Island of Berk, the young Viking, Hiccup, wants to join his town's fight against the dragons that continually raid their town. However, his macho father and village leader, Stoik the Vast, will not allow his small, clumsy, but inventive son to do so. Regardless, Hiccup ventures out into battle and downs a mysterious Night Fury dragon with his invention, but can't bring himself to kill it. Instead, Hiccup and the dragon, whom he dubs Toothless, begin a friendship that would open up both their worlds as the observant boy learns that his people have misjudged the species. But even as the two each take flight in their own way, they find that they must fight the destructive ignorance plaguing their world."	long ago up north island berk young viking hiccup want join town fight dragon continually raid town however macho father village leader stoik vast will not allow small clumsy inventive son so regardless hiccup venture battle down mysterious night fury dragon invention cant bring kill instead hiccup dragon dub toothless begin friendship open up world observant boy learns people misjudged specie even two take flight way find must fight destructive ignorance plaguing world	" north island berk, young viking, hiccup want, join town fight, raid town, however macho father, village leader, small clumsy, inventive son, regardless hiccup venture, down mysterious night, fury dragon invention, cant bring kill, instead hiccup dragon, dub toothless, begin friendship, world observant boy, learns people misjudged, take flight, way find, destructive ignorance plaguing world"	8.1	"566,398"	100
101	tt3042408	Who Am I	2014	"Crime, Drama, Mystery"	Baran bo Odar	"Jantje Friese (screenplay), Baran bo Odar (screenplay)"	"Tom Schilling, Elyas M'Barek, Wotan Wilke Möhring, Antoine Monot Jr."	"Benjamin, a young German computer whiz, is invited to join a subversive hacker group that wants to be noticed on the world's stage."	benjamin young german computer whiz invited join subversive hacker group want noticed world stage	" benjamin young, german computer whiz invited, subversive hacker group want, noticed world"	7.6	"34,990"	100
102	tt6108090	Secret Superstar	2017	"Drama, Family, Music"	Advait Chandan	Advait Chandan (screenplay)	"Zaira Wasim, Meher Vij, Raj Arjun, Tirth Sharma"	Insia is a 14 year-old from Vadodara who dreams of being a singer one day.	insia yearold vadodara dream singer day	" insia yearold vadodara, dream singer day"	8.1	"11,014"	92
103	tt4955566	Almost Friends	2016	"Comedy, Drama"	Jake Goldberger	Jake Goldberger	"Freddie Highmore, Odeya Rush, Christopher Meloni, Haley Joel Osment"	Charlie is an unmotivated man in his mid 20s still living at home with his mother and stepfather who falls for a young woman who has a serious boyfriend.	charlie unmotivated man mid  still living home mother stepfather fall young woman serious boyfriend	" charlie unmotivated man, living home, fall young woman, serious boyfriend"	6.1	"2,157"	100
104	tt1028532	Hachi: A Dog's Tale	2009	"Drama, Family"	Lasse Hallström	"Stephen P. Lindsey (screenplay), Kaneto Shindô (motion picture ""Hachiko monogatari"")"	"Richard Gere, Joan Allen, Cary-Hiroyuki Tagawa, Sarah Roemer"	"In Bedridge, Professor Parker Wilson finds an abandoned dog at the train station and takes it home with the intention of returning the animal to its owner. He finds that the dog is an Akita and names it Hachiko. However, nobody claims the dog so his family decides to keep Hachi."	bedridge professor parker wilson find abandoned dog train station take home intention returning animal owner find dog akita name hachiko however nobody claim dog so family decides keep hachi	" bedridge professor parker, wilson find, abandoned dog, train station, take home, intention returning animal owner, akita name hachiko, however nobody claim, family decides, keep hachi"	8.1	"203,827"	93.3333
105	tt1790864	The Maze Runner	2014	"Action, Mystery, Sci-Fi"	Wes Ball	"Noah Oppenheim (screenplay by), Grant Pierce Myers (screenplay by), T.S. Nowlin (screenplay by), James Dashner (based upon the novel by)"	"Dylan O'Brien, Aml Ameen, Ki Hong Lee, Blake Cooper"	"Awakening in an elevator, remembering nothing of his past, Thomas emerges into a world of about thirty teenage boys, all without past memories, who have learned to survive under their own set of rules in a completely enclosed environment, subsisting on their own agriculture and supplies. With a new boy arriving every thirty days, the group has been in ""The Glade"" for three years, trying to find a way to escape through the Maze that surrounds their living space (patrolled by cyborg monsters named 'Grievers'). They have begun to give up hope when a comatose girl arrives with a strange note, and their world begins to change with the boys dividing into two factions: those willing to risk their lives to escape and those wanting to hang onto what they've got and survive."	awakening elevator remembering nothing past thomas emerges world thirty teenage boy without past memory learned survive set rule completely enclosed environment subsisting agriculture supply new boy arriving every thirty day group glade three year trying find way escape maze surround living space patrolled cyborg monster named griever begun give up hope comatose girl arrives strange note world begin change boy dividing two faction willing risk life escape wanting hang onto theyve got survive	" awakening elevator remembering, nothing past thomas, emerges world, thirty teenage boy, past memory, survive set rule, enclosed environment subsisting, agriculture supply, new boy, thirty day group, year trying, find way, escape maze surround, living space patrolled, cyborg monster, hope comatose girl, strange note world begin, change boy, faction willing risk, life escape, wanting hang, theyve got survive"	6.8	"364,452"	40
106	tt0212720	A.I. Artificial Intelligence	2001	"Adventure, Drama, Sci-Fi"	Steven Spielberg	"Brian Aldiss (short story ""Supertoys Last All Summer Long""), Ian Watson (screen story), Steven Spielberg (screenplay)"	"Haley Joel Osment, Frances O'Connor, Sam Robards, Jake Thomas"	"In the not-so-far future the polar ice caps have melted and the resulting rise of the ocean waters has drowned all the coastal cities of the world. Withdrawn to the interior of the continents, the human race keeps advancing, reaching the point of creating realistic robots (called mechas) to serve them. One of the mecha-producing companies builds David, an artificial kid which is the first to have real feelings, especially a never-ending love for his ""mother"", Monica. Monica is the woman who adopted him as a substitute for her real son, who remains in cryo-stasis, stricken by an incurable disease. David is living happily with Monica and her husband, but when their real son returns home after a cure is discovered, his life changes dramatically."	notsofar future polar ice cap melted resulting rise ocean water drowned coastal city world withdrawn interior continent human race keep advancing reaching point creating realistic robot called mechas serve mechaproducing company build david artificial kid first real feeling especially neverending love mother monica monica woman adopted substitute real son remains cryostasis stricken incurable disease david living happily monica husband real son return home cure discovered life change dramatically	" notsofar future, polar ice cap melted, resulting rise, ocean water, coastal city world withdrawn, interior continent, human race, reaching point creating, realistic robot, mechaproducing company build, artificial kid, first real feeling, neverending love, mother monica monica, woman adopted substitute, real son, cryostasis stricken, incurable disease david living, happily monica husband, real son return home, cure discovered, life change"	7.1	"264,444"	100
