im_id,title,releasedYear,Genre,Director,Writter,actors,imdb_votes,imdb_rating,keywords,PolarityConfidence,Tbl_ID
tt0112857,Devil in a Blue Dress,1995,"Crime, Drama, Mystery",Carl Franklin,"Walter Mosley (book), Carl Franklin (screenplay)","Denzel Washington, Tom Sizemore, Jennifer Beals, Don Cheadle","14,781",6.7," la ezikeal, easy rawlins, africanamerican world war ii, veteran looking, work friend bar, white man dewitt albright, looking someone, help find missing, white woman, black community woman daphane, monet happens, fiance wealthy, blue blood todd carter, currently favorite city, mayoralty race daphane, monet known frequent, black jazz club la, accepts albrights offer, amidst murder, cop ruthless politician brutalizing, hoodlum chandleresque, africanamerican theme",56.9231,1006
tt0112864,Die Hard with a Vengeance,1995,"Action, Adventure, Thriller",John McTiernan,"Jonathan Hensleigh, Roderick Thorp (certain original characters)","Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene","324,090",7.6," john mcclane, almost fullblown alcoholic, nypd bomb, bonwit teller department, store police, go insane trying, figure whats, man named simon call, mcclane simon tell inspector, walter cobb mcclane, going play, game called, simon say, say mcclane going, task assigns, bomb help, electrician john mcclane, race new york, trying figure frustrating, puzzle crafty, terrorist give bomb go, subway station, right federal reserve, biggest gold storage world, thing start get",82,1007
tt0112887,The Doom Generation,1995,"Action, Comedy, Crime",Gregg Araki,Gregg Araki,"James Duval, Rose McGowan, Johnathon Schaech, Cress Williams","12,261",6," jordan white, amy blue, troubled teen, adolescent drifter xavier red, together threesome embark, sex violencefilled, journey america psycho",53.75,1008
tt0112896,Dracula: Dead and Loving It,1995,"Comedy, Fantasy, Horror",Mel Brooks,"Mel Brooks (screenplay), Rudy De Luca (screenplay), Steve Haberman (screenplay), Rudy De Luca (story), Steve Haberman (story), Bram Stoker (characters)","Leslie Nielsen, Peter MacNicol, Steven Weber, Amy Yasbeck","33,521",5.8," spoof mind mel, brook time, fun dracula myth, took bram, stoker dracula, new script, big joke, rich english, dracula dr van helsing, brought save day",64,1009
tt0112913,Fallen Angels,1995,"Crime, Drama, Romance",Kar-Wai Wong,Kar-Wai Wong,"Leon Lai, Michelle Reis, Takeshi Kaneshiro, Charlie Yeung","18,721",7.7," disillusioned killer, embarks last, overcome affection cool detached, partner thinking dangerous, improper become, involved colleague, surrogate affection, urban nightscape, contemporary hong kong cross, path strange drifter, mysterious exboyfriend, amusing mute trying, get world, attention unconventional way",100,1010
tt0112966,The Englishman Who Went Up a Hill But Came Down a Mountain,1995,"Comedy, Drama",Christopher Monger,"Ifor David Monger (story), Christopher Monger","Hugh Grant, Tara Fitzgerald, Colm Meaney, Ian McNeice","14,414",6.6," cartographer visit, wale village ffynnon, garw measure, wale war europe continues, very proud mountain, furious find fact, outwitted rule, englishman enforce villager, hill mountain, english leaving, job done",100,1011
tt0113010,Fair Game,1995,"Action, Crime, Romance",Andrew Sipes,"Paula Gosling (novel), Charlie Fletcher (screenplay)","William Baldwin, Cindy Crawford, Steven Berkoff, Christopher McDonald","10,815",4.2," max kirkpatrick cop, civil law attorney renegade, kgb team terminate",22.8571,1012
tt0113041,Father of the Bride Part II,1995,"Comedy, Family, Romance",Charles Shyer,"Albert Hackett (screenplay ""Father's Little Dividend""), Frances Goodrich (screenplay ""Father's Little Dividend""), Nancy Meyers (screenplay), Charles Shyer (screenplay)","Steve Martin, Diane Keaton, Martin Short, Kimberly Williams-Paisley","29,290",6," sequel father bride, george bank, accept reality, daughter ascension daughter, perspective stage life, comfortable family unit start, unravel mind, rapid progression midlife crisis, future journey regain youth, act catalyst kind, attitude life wife, find life change",100,1013
tt0113057,A Single Girl,1995,Drama,Benoît Jacquot,"Jérôme Beaujour, Benoît Jacquot","Virginie Ledoyen, Benoît Magimel, Dominique Valadié, Michel Bompoil","1,305",7.2," morning valerie tell, unemployed boyfriend remi pregnant decided, keep child, morning valerie start, working room, service smart hotel, film follows routine valerie, bringing breakfast, guest valerie, trying phone, mother valeries, relation staff",96,1014
tt0113071,First Knight,1995,"Action, Adventure, Romance",Jerry Zucker,"Lorne Cameron (story), David Hoselton (story), William Nicholson (story), William Nicholson (screenplay)","Sean Connery, Richard Gere, Julia Ormond, Ben Cross","60,201",5.9," lancelot life sword, next door neighbour, fight money, guinevere way marry king, arthur ambushed evil sir, lancelot lurking, nearby rescue future, queen fall love guinevere, still fancy idea, so honour promise, pretty woman become, lady knight",70.7692,1015
tt0113080,Flirt,1995,"Drama, Romance",Hal Hartley,Hal Hartley,"Paul Austin, Robert John Burke, Martin Donovan, Erica Gimpel","1,704",6.3," situation played different city, new york berlin tokyo, lover choose, commit partner, returning home, case people, someone else permanent, relationship choose",100,1016
tt0113083,The Flower of My Secret,1995,Drama,Pedro Almodóvar,Pedro Almodóvar,"Marisa Paredes, Juan Echanove, Carme Elias, Rossy de Palma","8,620",7.1," leo macias, great success, pseudonym amanda gris, professional life husband, soldier working, brussels bosnia, try anything, change life",16.3636,1017
tt0113089,Fluke,1995,"Drama, Family, Fantasy",Carlo Carlei,"James Herbert (novel), Carlo Carlei (screenplay), James Carrington (screenplay)","Samuel L. Jackson, Matthew Modine, Nancy Travis, Eric Stoltz","5,669",6.7," man dy car, crash reincarnated dog attempt, reconnect family",0,1018
tt0113097,Forget Paris,1995,"Comedy, Romance",Billy Crystal,"Billy Crystal, Lowell Ganz, Babaloo Mandel","Billy Crystal, Debra Winger, Joe Mantegna, Cynthia Stevenson","10,019",6.4," mickey gordon basketball referee, travel france bury, father ellen, american living, paris work airline, fly meet fall love, relationship go many, difficult patch story told, flashback friend restaurant",10,1019
tt0113101,Four Rooms,1995,Comedy,"Allison Anders, Alexandre Rockwell, Robert Rodriguez, Quentin Tarantino","Allison Anders, Alexandre Rockwell, Robert Rodriguez, Quentin Tarantino","Sammi Davis, Amanda De Cadenet, Valeria Golino, Madonna","85,656",6.7," movie feature, directorial effort, new filmmaker, directs segment, comedy new year, eve mon, signor hotel, old hollywood hotel, hard time, physical comedy, gag movie chronicle, slapstick misadventure, ted bellhop, night job, witch honeymoon, suite thing, worse delivers, wrong room end, domestic argument, really bad time, foolishly agrees, watch gangster, night refereeing",14.5455,1020
tt0113114,Free Willy 2: The Adventure Home,1995,"Adventure, Drama, Family",Dwight H. Little,"Keith Walker (characters), Karen Janszen, Corey Blechman, John Mattson","Jason James Richter, Francis Capra, Mary Kate Schellhardt, August Schellenberg","14,370",4.9," rebellious whale jessie orphaned, boy team, escape willys captivity, horrible owner, glenn jessies, parent randolph, spiritual friend, willy jessie rae, willys trainer",-100,1021
tt0113117,French Kiss,1995,"Comedy, Drama, Romance",Lawrence Kasdan,Adam Brooks,"Meg Ryan, Kevin Kline, Timothy Hutton, Jean Reno","41,704",6.6," kate charlie, perfect life, planned buying, house marriage, whole work kates fear, keep canada, charlie go, paris medical convention, charlie smitten, juliette call, wedding kate, board plane, french thief luc, teyssier hide, stolen necklace smuggled, grape vine bag, custom bag, stolen necklace, lost kate, luc head cannes, luc find, necklace kate get charlie, back along way, kate luc, feeling change, course life",100,1022
tt0113161,Get Shorty,1995,"Comedy, Crime, Thriller",Barry Sonnenfeld,"Elmore Leonard (novel), Scott Frank (screenplay)","John Travolta, Gene Hackman, Rene Russo, Danny DeVito","67,443",6.9," guy get luck, chili palmer, happens hollywood, gambling debt, natural movie business, producer rest history",86.1538,1023
tt0113188,Gold Diggers: The Secret of Bear Mountain,1995,"Adventure, Drama, Family",Kevin James Dobson,Barry Glasser,"Christina Ricci, Anna Chlumsky, Polly Draper, Brian Kerwin","3,616",6," big city la backwater, dad death, easton mother, kate move, house left, family deceased, aunt kate, old friend, beth none, lack nearby mall, isnt boy girl girl, jody shunned, peer bad kid, film progress, see jody, apparent victim, bad relationship, widowed mother, ray man, beth see, jody isnt, jody blamed, killing beth, jody dream, dream finding, gold bear mountain left, legendary woman, molly morgan jody, condo mountain, entrance series, cave tunnel leading, first day summer jody, beth find, supposedly hidden movie, deeper jodys life beth, legend bear mountain, prime motivator, incident jodys relationship ray, mother beth rest, townspeople provides focus movie",100,1024
tt0113189,GoldenEye,1995,"Action, Adventure, Thriller",Martin Campbell,"Ian Fleming (characters), Michael France (story), Jeffrey Caine (screenplay), Bruce Feirstein (screenplay)","Pierce Brosnan, Sean Bean, Izabella Scorupco, Famke Janssen","213,651",7.2," deadly satellite weapon, system fall, wrong hand agent, save world, certain disaster, license kill bond race russia, search stolen, access code goldeneye, awesome space weapon, enemy anticipates, move mastermind, motivated year, simmering hatred, xenia onatopp assassin, ultimate weapon",75.7143,1025
tt0113198,A Goofy Movie,1995,"Animation, Adventure, Comedy",Kevin Lima,"Jymn Magon (story), Jymn Magon (screenplay), Chris Matheson (screenplay), Brian Pimental (screenplay), Brian Pimental (story supervisor), Curtis Armstrong (additional written material), John Doolittle (additional written material)","Bill Farmer, Jason Marsden, Jim Cummings, Kellie Martin","38,019",6.8," last day school max want, catch eye roxanne, girl school, dad goofy stage, final assembly, good principal mazer found, antic sort decides fishing, dad took, solution course doesnt, land date, roxanne party, thrown class, valedictorian movie goofy try, bring max, shell max resents, roxanne trip tell dad, appearing tv, powerline concert la, max sink, first shot romance",-70,1026
tt0113211,The Grass Harp,1995,"Drama, Comedy",Charles Matthau,"Truman Capote (novel), Stirling Silliphant (screenplay), Kirk Ellis (screenplay)","Piper Laurie, Sissy Spacek, Walter Matthau, Edward Furlong","2,957",7.1," death collin fenwick, live father cousin wealthy, avaricious controlling, verena talbo compliant, earthy sister, city slicker, come town, convinces verena, get backbone, refuse divulge formula, head tree house, collin catherine loyal, verena town pocket sics, law renegade, dolly catherine collin, find supporter retired, judge charlie cool, win city slicker",100,1027
tt0113243,Hackers,1995,"Comedy, Crime, Drama",Iain Softley,Rafael Moreu,"Jonny Lee Miller, Angelina Jolie, Jesse Bradford, Matthew Lillard","58,893",6.2," dade murphy hacker, seattle got, arrested computer, virus planted, using computer, age move new york, meet group hacker, love kate",40,1028
tt0113247,La Haine,1995,"Crime, Drama",Mathieu Kassovitz,Mathieu Kassovitz,"Vincent Cassel, Hubert Koundé, Saïd Taghmaoui, Abdel Ahmed Ghili","122,262",8.1," film follows, young men time spent, suburban ghetto, twentyfour hour vinz jew, sad arab hubert, black boxer, french suburb, high level diversity coupled, racist oppressive police, force raised, tension critical breaking, point riot, took place, night police officer, handgun ensuing, madness leave, now newfound mean, gain respect, vinz vow, cop friend abdel, dy hospital, due beating, received police custody",10,1029
tt0113253,Halloween: The Curse of Michael Myers,1995,"Horror, Thriller",Joe Chappelle,"Debra Hill (characters), John Carpenter (characters), Daniel Farrands","Donald Pleasence, Paul Rudd, Marianne Hagan, Mitchell Ryan","23,766",5," michael myers terrorized, town haddonfield illinois, niece jamie lloyd, disappeared jamie kidnapped, evil druid protect michael, jamie escaped, giving birth, child run, dr loomis help meanwhile, family adopted laurie strode, living myers, house stalked, myers curse thorn michael, make kill, tommy doyle boy, halloween dr loomis stop",88.5714,1030
tt0113277,Heat,1995,"Crime, Drama, Thriller",Michael Mann,Michael Mann,"Al Pacino, Robert De Niro, Val Kilmer, Jon Voight","486,621",8.2," hunter preyneil professional criminal, crew hunt score, big money target bank, vault armored car, turn hunted lt vincent, hanna team cop, robbery homicide police, division botched, job put, trail regroup try, big retirement score, neil vincent, many way, personal life, crucial moment life, neil disobeys, ago criminal mentornever, anything life cant, flat spot heat coming, corneras fall, stage set suspenseful",91.1111,1031
tt0113283,Heidi Fleiss: Hollywood Madam,1995,"Documentary, Biography",Nick Broomfield,N/A,"Nick Broomfield, Nina Xining Zuo, Madam Alex, Corinne Bohrer",585,6.6," documentary crew bbc arrives, intent interviewing, heidi fleiss year, arrest running brothel trial, several month elapse interview, so crew search, anyone wholl talk, young woman, people lot, say camera retired, madam named alex fleiss, onetime boyfriend ivan nagy introduced, so crew shuttle, interview fleiss spend, time reciting alex nagy, asking reaction",100,1032
tt0113305,Higher Learning,1995,"Crime, Drama, Romance",John Singleton,John Singleton,"Omar Epps, Kristy Swanson, Michael Rapaport, Jennifer Connelly","15,901",6.5," youngster different country, race social background, integrate enroll columbus university, problem finance, personal safety, self doubt, additionally campus life, causing problem, everyone racism student, pressure perform classroom, track front friend, breaking point, prejudice inexperience misunderstanding",38.3333,1033
tt0113321,Home for the Holidays,1995,"Comedy, Drama, Romance",Jodie Foster,"Chris Radant (short story), W.D. Richter (screenplay)","Holly Hunter, Robert Downey Jr., Anne Bancroft, Charles Durning","10,112",6.6," losing job making, finding daughter, plan spend, thanksgiving boyfriend, claudia larson face, spending holiday family",28,1034
tt0113326,Rumble in the Bronx,1995,"Action, Comedy, Crime",Stanley Tong,"Edward Tang, Fibe Ma","Jackie Chan, Anita Mui, Françoise Yip, Bill Tung","33,332",6.7," keong come, new york uncle wedding, uncle run market bronx, keong offer help, uncle honeymoon stay, keong befriends, neighbor kid beat, neighborhood thug cause, problem market, meanwhile petty thug, local gang, criminal situation way head blinded, greed involvement draw gang, kid keong, whole neighborhood, lazy cop, resolve matter, keong take, thing hand needle, spectacular kungfu, outrageous action sequence follow",55.2941,1035
tt0113347,How to Make an American Quilt,1995,"Comedy, Drama, Romance",Jocelyn Moorhouse,"Whitney Otto (novel), Jane Anderson (screenplay)","Kaelynn Craddick, Sara Craddick, Kate Capshaw, Adam Baldwin","9,386",6.2," finn young graduate, student finishing, master thesis, preparing marriage, fiance sam thought end, free life, potential summer, fling intrude go, home grandmother, wedding gift, group quiltingbee, friend laughter bickering, love advice, openeyed examination course",100,1036
tt0113362,The Horseman on the Roof,1995,"Adventure, Drama, Romance",Jean-Paul Rappeneau,"Jean-Claude Carrière, Nina Companeez, Jean Giono (novel), Jean-Paul Rappeneau","Juliette Binoche, Olivier Martinez, Pierre Arditi, François Cluzet","5,109",7.1," cholera ravage provence, several misadventure angelo, italian officer, secret police, young lady, accidental meeting, start search, paulines husband chaotic country",100,1037
tt0113403,A Midwinter's Tale,1995,Comedy,Kenneth Branagh,Kenneth Branagh,"Richard Briers, Hetta Charnley, Joan Collins, Nicholas Farrell","2,115",7.3," work actor joe, volunteer help, local church community putting, christmas production hamlet, advice agent margaretta, cast assembles, prepared profit, sharing basis, paid anything, cream cream, bring problem, something bigger, start emerge, named village",100,1038
tt0113409,In the Mouth of Madness,1994,"Fantasy, Horror, Mystery",John Carpenter,Michael De Luca,"Sam Neill, Julie Carmen, Jürgen Prochnow, David Warner","48,978",7.2," disappearance hack horror, writer sutter cane, hell breaking loose, author cane seems, knack description, brings evil, creepycrawlies life insurance, investigator john trent, investigate cane, mysterious vanishing, act end, east coast town, hobbs end fact town exists, figment cane, twisted imagination, beginning trent",22.8571,1039
tt0113416,The Incredibly True Adventure of Two Girls in Love,1995,"Comedy, Drama, Romance",Maria Maggenti,Maria Maggenti,"Laurel Holloman, Maggie Moore, Kate Stafford, Sabrina Artel","3,846",6.5," girl randy, evie randy, economic class, lesbian living, lesbian including, aunt evie, popular girl boyfriend evie befriends, randy begin, feel passion, sweet tender romance, evie cast, away friend randy, chided family, dont care",100,1040
tt0113442,It Takes Two,1995,"Comedy, Family, Romance",Andy Tennant,Deborah Dean Davis,"Kirstie Alley, Steve Guttenberg, Mary-Kate Olsen, Ashley Olsen","16,556",5.8," alyssa rich girl, amanda orphan, complete stranger, accidentally meet day, stop alyssas father getting, married clarice, girl get, amandas case worker switch, life stop wedding, thing dont, get adopted, clarice move",100,1041
tt0113443,It's My Party,1996,Drama,Randal Kleiser,Randal Kleiser,"Margaret Cho, Bruce Davison, Lee Grant, Devon Gummersall","2,459",7.1," wont leave, nick asks brandon, revealing result, last blood test hiv, dont want, alone spite brandons, love shared, many year, ruin year, breakup nick, immune system, scan lab value, clench diagnosis, multifocal leukoencephalopathy pml condition seen, claim friend vow, aggressive nature disease day, conscious life, remaining plan, announces family, extended family, end life, disease render, unrecognizable love turn, unable recognize, uninvited farewell party brandons, presence greeted, jeer see, nick time, greatest need",0,1042
tt0113464,Jeffrey,1995,"Comedy, Drama",Christopher Ashley,"Paul Rudnick (play), Paul Rudnick (screenplay)","Steven Weber, Peter Jacobson, Tom Cayler, David Thornton","5,083",6.7," jeffrey young gay, man new york, decides sex, much decides, become celibate, immediately meet man, love worth, danger boyfriend",27.5,1043
tt0113481,Johnny Mnemonic,1995,"Action, Crime, Sci-Fi",Robert Longo,"William Gibson (screenplay), William Gibson (short story)","Keanu Reeves, Dina Meyer, Ice-T, Takeshi Kitano","59,655",5.6," whole world, gigantic internet, population suffering nerve attenuation, johnny inplanted memory, chip brain, ordered transport loaded, information beijing newark pharmakom, industry supported yakuza try, capture get informaiton, back lowtech group, try break, missing code, download cure, johnny carry",100,1044
tt0113492,Judge Dredd,1995,"Action, Crime, Sci-Fi",Danny Cannon,"John Wagner (characters), Carlos Ezquerra (characters), Michael De Luca (story), William Wisher (story), William Wisher (screenplay), Steven E. de Souza (screenplay)","Sylvester Stallone, Armand Assante, Rob Schneider, Jürgen Prochnow","96,991",5.5," virtually uninhabitable place, earth population, crowded city, known megacities, crime megacities, regular justice system powerless, contain collapsed, however new justice, system came, justice system, police jury executioner called, judge megacity, formerly new york, city judge, named joseph, dredd toughest stringent, judge history day, charged murder tried, sentenced life prison",0,1045
tt0113497,Jumanji,1995,"Adventure, Family, Fantasy",Joe Johnston,"Jonathan Hensleigh (screenplay), Greg Taylor (screenplay), Jim Strain (screenplay), Greg Taylor (screen story), Jim Strain (screen story), Chris Van Allsburg (screen story), Chris Van Allsburg (book)","Robin Williams, Jonathan Hyde, Kirsten Dunst, Bradley Pierce","246,203",6.9," trapped jungle, board game year, manchild win, release game, sooner arrived, forced play, time set, creature jungle, loose city",10,1046
tt0113501,Just Cause,1995,"Action, Crime, Drama",Arne Glimcher,"John Katzenbach (novel), Jeb Stuart (screenplay), Peter Stone (screenplay)","Sean Connery, Laurence Fishburne, Kate Capshaw, Blair Underwood","21,291",6.4," bobby earl, electric chair murder, young girl, year crime call, paul armstrong professor, law help, prove innocence, uncovers overlooked, evidence present, local police arent, interested bobby killer",-8.57143,1047
tt0113538,A Kid in King Arthur's Court,1995,"Adventure, Comedy, Family",Michael Gottlieb,"Michael Part, Robert L. Levy","Thomas Ian Nicholas, Joss Ackland, Art Malik, Paloma Baeza","4,982",4.8," young calvin fuller pulled, arthur court merlin mission save, overcome villain known, lord belascoe, become knight rescue princess katherine, regain confidence, go home",50,1048
tt0113540,Kids,1995,Drama,Larry Clark,Harmony Korine,"Leo Fitzpatrick, Sarah Henderson, Justin Pierce, Joseph Chan","64,290",7," dark lowbudget, independent film, new york city story, telly leo fitzpatrick, teen goal, many virgin, old encounter discovers, positive encounter guy",10,1049
tt0113552,Kiss of Death,1995,"Action, Crime, Thriller",Barbet Schroeder,"Eleazar Lipsky (story), Ben Hecht, Charles Lederer, Richard Price (screenplay)","David Caruso, Samuel L. Jackson, Nicolas Cage, Helen Hunt","15,208",5.9," jimmy kilmartins, straight cant, quick driving, friend life, threatened job, junior brown, villain thing, wrong jimmy, left time, whole life, cop wont, leave jimmy, little junior",100,1050
tt0113568,Ghost in the Shell,1995,"Animation, Action, Crime",Mamoru Oshii,"Shirow Masamune (based on the manga by), Kazunori Itô (screenplay)","Atsuko Tanaka, Akio Ôtsuka, Kôichi Yamadera, Yutaka Nakano","106,290",8," year technology, far cyborg commonplace, addition human brain, direct internet, directly major motoko, kasunagi officer section, elite secretive police, division deal, special operation, counter terrorism cyber crime, trail puppet, master cyber criminal hack, brain cyborg order, obtain information, commit crime",100,1051
tt0113627,Leaving Las Vegas,1995,"Drama, Romance",Mike Figgis,"John O'Brien (based upon the novel by), Mike Figgis (screenplay by)","Nicolas Cage, Elisabeth Shue, Julian Sands, Richard Lewis","100,943",7.6," wife left, took son, screenwriter ben sanderson, started drinking, isolated trouble woman bar want, sex get, fired decides leave, move la, vega drink, death la, vega meet, serum prostitute problem",28,1052
tt0113670,A Little Princess,1995,"Drama, Family, Fantasy",Alfonso Cuarón,"Frances Hodgson Burnett (novel), Richard LaGravenese (screenplay), Elizabeth Chandler (screenplay)","Liesel Matthews, Eleanor Bron, Liam Cunningham, Rusty Schwimmer","27,379",7.7," father enlists, british wwi, young sara crewe go, new york attend boarding, mother attended, clash severe headmistress, miss minchin attempt, stifle saras, creativity sense selfworth, saras belief, girl princess, tested limit, word come, father killed, action estate, british government",80,1053
tt0113677,Living in Oblivion,1995,"Comedy, Drama",Tom DiCillo,Tom DiCillo,"Steve Buscemi, Catherine Keener, Dermot Mulroney, Danielle von Zerneck","14,022",7.5," film filmmaking, take place, day set nonbudget movie, ultimate tribute, independent filmmaker",100,1054
tt0113690,Lord of Illusions,1995,"Horror, Mystery, Thriller",Clive Barker,"Clive Barker (story ""The Last Illusion""), Clive Barker (screenplay)","Scott Bakula, Kevin J. O'Connor, Joseph Latimore, Sheila Tousey","12,252",6.1," routine case, private investigator, stumble member, fanatic cult, waiting resurrection, best trainee swann meantime, swann advanced popular illusionist, david copperfield, charming dorothea hire, damour protect swann, evil cult member, short time, swann killed trick occurrence, crackle dorothea damour",100,1055
tt0113691,Losing Isaiah,1995,Drama,Stephen Gyllenhaal,"Seth Margolis (novel), Naomi Foner (screenplay)","Jessica Lange, Halle Berry, David Strathairn, Cuba Gooding Jr.","4,812",6.4," africanamerican baby, abandoned crack addicted, social worker husband, several year, mother find, dead thought, go court",100,1056
tt0113749,Mallrats,1995,"Comedy, Romance",Kevin Smith,Kevin Smith,"Shannen Doherty, Jeremy London, Jason Lee, Claire Forlani","104,957",7.2," brodie bruce, comic book, obsessed college, student best friend, quint dumped girlfriend day, deal loss go, local mall, way meet, friend including willam guy, stare magic eye, hidden image gwen tss, silent bob clerk fame, eventually decide try, back significant others, take care, respective nemesis tss girlfriend, father store clerk, shopping agenda",100,1057
tt0113819,Mighty Aphrodite,1995,"Comedy, Fantasy, Romance",Woody Allen,Woody Allen,"Pamela Blair, Rene Ceballos, Elie Chaib, George De La Pena","34,405",7.1," lenny amanda, adopted son, max turn brilliant, lenny becomes, finding max, real parent belief, linda ash max, real mother lenny disappointed, linda prostitute, porn star, top quite, possibly dumbest person, greek chorus, linking story, story oedipus",100,1058
tt0113820,Mighty Morphin Power Rangers: The Movie,1995,"Action, Adventure, Family",Bryan Spicer,"John Kamps (story), Arne Olsen (story), Arne Olsen (screenplay)","Karan Ashley, Johnny Yong Bosch, Steve Cardenas, Jason David Frank","22,036",5.1," teenager tommy, billy rocky aisha, discovered power, fight force evil, giant egg, angel grove lord, zedd rita repulsa, investigate egg release, ivan ooze zordon, released ooze left, seek revenge zordon, zordon crystalline deathbed, power zordon eltar, universe hand time power, ranger head, distant planet meet, warrior babe, named dulcea, imparts ancient wisdom, becomes power, business defeat ivan, ooze cost",68.5714,1059
tt0113839,A Modern Affair,1995,"Comedy, Drama, Romance",Vern Oakley,"Vern Oakley (story), Paul Zimmerman (screenplay), Paul Zimmerman (story)","Lisa Eichhorn, Stanley Tucci, Caroline Aaron, Mary Jo Salerno",149,5.7," modern affair, romantic comedy strain, contemporary relationship woman, urgent desire parenthood solution, grace rhodes, corporate executive, just professional touch, career place grace, feel everything, bump exboyfriend, bearing photo, young kid, irresistible urge child, sure waiting, grace know, best get, elaine wryly, friend suggests, grace unthinkable, enlist service, sperm bank choosing, donor dna menu grace becomes, deeply curious identity, donor enter peter, kessler handsome, divide time craft, casual affair, married woman, job depositing, specimen sperm donor, extra cash grace peter, begin journey, rocky road parenthood",-80,1060
tt0113845,Money Train,1995,"Action, Comedy, Crime",Joseph Ruben,"Doug Richardson (story), Doug Richardson (screenplay), David Loughery (screenplay)","Wesley Snipes, Woody Harrelson, Jennifer Lopez, Robert Blake","34,775",5.6," foster brother work, transit cop, life good get, others pit, losing job getting, dumped brother getting, crap kicked, loan shark, umpteenth time implement plan steal, money train, new york, weekly revenue thing go, able save time",20,1061
tt0113849,A Month by the Lake,1995,"Comedy, Drama, Romance",John Irvin,"H.E. Bates (from: the novella ""A Month by the Lake"" by), Trevor Bentham (screenplay), Josep Llurba (translation and adaptation)","Vanessa Redgrave, Edward Fox, Uma Thurman, Alida Valli","1,911",6.4," year miss, spending april, elegant hillside villa lake, como year, society artist father, major wilshaw, suggests meet, cocktail miss bentley, italian family, miss beaumont tall, american dropped, finishing school, switzerland bored find amusement, libido awakened first time, great war, miss bentley, major admire ear",-80,1062
tt0113851,Moonlight and Valentino,1995,"Comedy, Drama, Romance",David Anspaugh,"Ellen Simon (play), Ellen Simon (screenplay)","Elizabeth Perkins, Whoopi Goldberg, Shadia Simmons, Erica Luttrell","3,120",5.8," college poetry professor, poet rebecca trager, lotts husband ben lott, freak accident rebecca support, difficult time, best friend sylvie morrow, sister lucy trager, alberta trager earth, mother sylvie, dealing see, probable end marriage husband, paul morrow chain, lucy directionless insecure woman, death fourteen year, cancer wall street, executive alberta, particular doesnt, alberta father, admittedly efficient woman, treat personal life, extension professional life, time progress woman, deal issue, trying help rebecca, hunky house painter nicknamed, valentino enters, collective life valentino, profoundly affect life, time rebecca, perfect marriage, hope sage, advice issue, come question, appropriate time rebecca allowed, feel sorry, make admission, marriage valentino",-100,1063
tt0113855,Mortal Kombat,1995,"Action, Adventure, Fantasy",Paul W.S. Anderson,"Ed Boon (video games), John Tobias (video games), Kevin Droney","Christopher Lambert, Robin Shou, Linden Ashby, Cary-Hiroyuki Tagawa","88,530",5.8," popular video game name, mortal kombat, tell story, ancient tournament, best different realm, fight goal, losing realm, win earthrealm, lord rayden fighter, stop outworld reaching, final victory",22.8571,1064
tt0113862,Mr. Holland's Opus,1995,"Drama, Music",Stephen Herek,Patrick Sheane Duncan,"Richard Dreyfuss, Glenne Headly, Jay Thomas, Olympia Dukakis","32,137",7.3," glenn holland, musician composer, teaching job, pay rent, spare time, true goal compose, memorable piece music leave, mark world holland, discovers life, busy making, plan year, unfold joy, contagious passion music student becomes, new definition success",100,1065
tt0113870,Murder in the First,1995,"Drama, Thriller",Marc Rocco,Dan Gordon,"Christian Slater, Kevin Bacon, Gary Oldman, Embeth Davidtz","23,631",7.3," henri young, dollar post office, going prison, infamous prison alcatraz tried, escape failed, month solitary confinement, toilet milton glenn, assistant warden, free reign, young treatment glenn, straight razor, young life, month young, solitary confinement, rest prisoner, young took, spoon stabbed fellow prisoner, now young trial, convicted hell go, gas chamber, young attorney james stamphill, impossible case, shocked courtroom, young coconspirator, true murderer, say alcatraz",77.7778,1066
tt0113936,Senior Trip,1995,"Adventure, Comedy",Kelly Makin,"Roger Kumble, I. Marlene King","Matt Frewer, Valerie Mahaffey, Lawrence Dane, Tommy Chong","4,905",5.6," detention group misfit, slacker write letter, president explaining wrong education, system problem president, love hence, washington meet, main man",-100,1067
tt0113947,Nelly & Monsieur Arnaud,1995,Drama,Claude Sautet,"Jacques Fieschi, Claude Sautet, Yves Ulmann","Emmanuelle Béart, Michel Serrault, Jean-Hugues Anglade, Claire Nadeau","3,568",7.4," meet chance arnaud mature, retired begin, special relationship",77.5,1068
tt0113957,The Net,1995,"Action, Crime, Drama",Irwin Winkler,"John Brancato, Michael Ferris","Sandra Bullock, Jeremy Northam, Dennis Miller, Diane Baker","52,995",5.9," angela bennett software, engineer type work, home friend, outside cyberspace, first vacation year becomes, web computer espionage",29.0909,1069
tt0113965,Never Talk to Strangers,1995,"Crime, Drama, Romance",Peter Hall,"Lewis A. Green, Jordan Rush","Rebecca De Mornay, Antonio Banderas, Dennis Miller, Len Cariou","5,588",5.1," sarah taylor police, psychologist meet, seductive man tony ramirez, fall love result, relationship change personality, anonymous telephone call",36.6667,1070
