im_id,title,releasedYear,Genre,Director,Writter,actors,imdb_votes,imdb_rating,keywords,PolarityConfidence,Tbl_ID
tt0078740,The Concorde... Airport '79,1979,"Action, Drama, Thriller",David Lowell Rich,"Arthur Hailey (novel), Jennings Lang (story), Eric Roth (screenplay)","Alain Delon, Susan Blakely, Robert Wagner, Sylvia Kristel","4,563",4.3," american based, federation world airline, acquired concorde, commercial flight washington paris, moscow goodwill gesture, prior olympic game, board maggie whelan, television reporter, leg trip, boarding dulles, international airport, receives document, stating boyfriend, dr kevin, harrison chairman harrison, industry aerospace contractor, selling arm, enemy regime, regardless maggie love kevin, vow right thing, public statement, illegal activity maggie, onair report story arrives, however thought plan, convenient way, bring concorde, initially attack plane, technical error, many activist group opposed, concorde upcoming, olympics concorde, captain joe petroni, paul metrand, combat attack plane, maggie aware",40,365
tt0078748,Alien,1979,"Horror, Sci-Fi",Ridley Scott,"Dan O'Bannon (story), Ronald Shusett (story), Dan O'Bannon (screenplay)","Tom Skerritt, Sigourney Weaver, Veronica Cartwright, Harry Dean Stanton","655,688",8.5," commercial crew, aboard deep space, towing vessel, nostromo way home pick, distant moon dont know, ordinary warning call picking, signal crew, not alone spaceship, cargo ship",92.6316,366
tt0078754,All That Jazz,1979,"Comedy, Drama, Music",Bob Fosse,"Robert Alan Aurthur, Bob Fosse","Roy Scheider, Jessica Lange, Leland Palmer, Ann Reinking","21,916",7.8," picking dancer, current show whilst editing, feature film standup, comedian getting, joe gideon, chemical substance, energy keep, girlfriend exwife, special dancing daughter attempt bring, exhausted body stressravaged, heart chainsmokes, drug sleep dancer, overwork openheart surgery, life start, present becomes, increasingly aware mortality",24,367
tt0078788,Apocalypse Now,1979,"Drama, War",Francis Ford Coppola,"John Milius, Francis Ford Coppola, Michael Herr (narration)","Marlon Brando, Martin Sheen, Robert Duvall, Frederic Forrest","506,352",8.5," height war, vietnam army captain willard sent, colonel lucas, general carry mission, exist mission, green beret colonel walter, army crossed border cambodia, hitandrun mission viet, nva army belief kurtz, completely insane willard, job eliminate, willard sent, nung river, navy patrol boat discovers target, decorated officer army crew, surfertype ltcolonel kilgore head, army helicopter cavalry, group eliminates viet cong, outpost provide, entry point nung, river hairraising, encounter crew, willard lance chef reach, colonel kurtzs outpost, lung bridge, becoming prisoner, willard others, fulfill mission",93.3333,368
tt0078841,Being There,1979,"Comedy, Drama",Hal Ashby,"Jerzy Kosinski (novel), Jerzy Kosinski (screenplay)","Peter Sellers, Shirley MacLaine, Melvyn Douglas, Jack Warden","57,152",8," simpleminded gardener, named chance spent, life washington house, old man man dy, chance put street, knowledge world, learned television, limousine end, up guest woman, eve husband, ben influential, sickly businessman, called chauncey, gardner chance, friend confidante, ben unlikely, political insider",92,369
tt0078869,The Black Hole,1979,"Action, Sci-Fi",Gary Nelson,"Jeb Rosebrook (story), Bob Barbash (story), Richard H. Landau (story), Jeb Rosebrook (screenplay), Gerry Day (screenplay)","Maximilian Schell, Anthony Perkins, Robert Forster, Joseph Bottoms","19,758",5.9," year earth exploratory, palomino discovers, black hole, just outside event, horizon deciding, solve mystery, cygnus palomino, captain dan, holland first officer, lieutenant charlie pizer journalist, scientist espsensitive dr, kate mccrae, father cygnus, first officer dr, durant expedition, civilian leader robot known, vincent palomino attempt, dangerous flyby, ship come, close range buffeting experience, black hole gravity, instrument bear derelict, artificial slipping, black hole, escape matter, worsen reinhardt, hold crew, captive realizing, reach goal, figure way, flee reinhardt",0,370
tt0078875,The Tin Drum,1979,"Drama, War",Volker Schlöndorff,"Günter Grass (novel), Jean-Claude Carrière, Volker Schlöndorff, Franz Seitz, Günter Grass (additional dialogue)","Mario Adorf, Angela Winkler, David Bennent, Katharina Thalbach","19,268",7.6," local dealer, unusual boy, full intellect, right birth decides, third birthday, crazy world, eve world war ii, so refuse society, tin drum, protest middleclass mentality family, neighborhood stand passive people, germany time, nobody listens, catastrophe go",100,371
tt0079367,The Jerk,1979,Comedy,Carl Reiner,"Steve Martin (screenplay), Carl Gottlieb (screenplay), Michael Elias (screenplay), Steve Martin (story), Carl Gottlieb (story)","Steve Martin, Bernadette Peters, Catlin Adams, Mabel King","46,524",7.2," navin idiot, adopted son, black family birthday feel, want discover rest world set, louis everyone, exploit naivety, simple invention brings fortune",100,372
tt0079417,Kramer vs. Kramer,1979,Drama,Robert Benton,"Avery Corman (from the novel by), Robert Benton (written for the screen by)","Dustin Hoffman, Meryl Streep, Jane Alexander, Justin Henry","109,453",7.8," ted kramer, career man work, come family, wife joanna, decides leave, faced task housekeeping, taking care, young son, adjust life, new responsibility joanna resurfaces want, so go court, fight custody",100,373
tt0079470,Life of Brian,1979,Comedy,Terry Jones,"Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin","Graham Chapman, John Cleese, Terry Gilliam, Eric Idle","303,709",8.1," story brian, nazareth born, day jesus nazareth, different path life, lead conclusion, brian join, political resistance movement aiming, roman judea brian score, victory sort manages, political slogan, entire wall city jerusalem, very effective somehow, brian becomes, prophet gather, following fate sealed, very short life",84,374
tt0079522,Manhattan,1979,"Comedy, Drama, Romance",Woody Allen,"Woody Allen, Marshall Brickman","Woody Allen, Diane Keaton, Michael Murphy, Mariel Hemingway","115,886",8," fortytwo year, old isaac davis romanticized, view hometown, new york city, channeled lead character, first book, manhattanbased life tragicomedy, quit job, hack writer, bad television comedy, second rush, actual act, regretting decision, book writing, career paying, second exwife jill davis, lesbian writing, tellall book, acrimonious split, aspect life, young woman, named tracy, still high school, difference big part, due age, long term, future life, even tragicomical meet, journalist mary wilkie, mistress best friend, college professor yale, isaac first impression, intellectual fall become friend, potential becoming, friend know, woman yale life, not long term, role want, isaac mary coupling, complicate matter, life regardless isaac, able rationalize, event happen, matter event",95.5556,375
tt0079540,Meatballs,1979,Comedy,Ivan Reitman,"Len Blum, Daniel Goldberg, Janis Allen, Harold Ramis","Bill Murray, Harvey Atkin, Kate Lynch, Russ Banham","16,074",6.2," summer camp highjinks, camp counselor, wacky sense humor try, help camper good time, camper named, rudy pose, particular challenge selfesteem problem",50,376
tt0079714,Phantasm,1979,"Horror, Sci-Fi",Don Coscarelli,Don Coscarelli,"A. Michael Baldwin, Bill Thornbury, Reggie Bannister, Kathy Lester","26,241",6.8," mike young teenage, lost parent, afraid lose, brother follow, funeral mike witness, tall man, lifting coffin, mike decides investigate discovers, tall man, dead body half, normal size, brother reggie ice, cream man, stop tall",100,377
tt0079817,Rocky II,1979,"Drama, Sport",Sylvester Stallone,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers","157,526",7.2," rocky balboa, enjoying life, wife adrian, successful fight apollo creed, able enjoy money earned, fight new endorsement, unfortunately rocky becomes, advert end, working meat packing, company belief, career boxer, apollo want, rematch rocky, critic wrong, successful fight",100,378
tt0079944,Stalker,1979,"Drama, Sci-Fi",Andrei Tarkovsky,"Arkadiy Strugatskiy (novel), Boris Strugatskiy (novel), Arkadiy Strugatskiy (screenplay), Boris Strugatskiy (screenplay)","Alisa Freyndlikh, Aleksandr Kaydanovskiy, Anatoliy Solonitsyn, Nikolay Grinko","84,338",8.1," unnamed country area called, apparently inhabited alien, contains room, granted government, nogo area, area barbed, wire border guard, not stopped people, attempting enter, follow party, writer want, use experience inspiration, writing professor want, research zone, scientific purpose guide man, everything stalker",86.6667,379
tt0079945,Star Trek: The Motion Picture,1979,"Adventure, Mystery, Sci-Fi",Robert Wise,"Gene Roddenberry (based on Star Trek created by), Harold Livingston (screenplay), Alan Dean Foster (story)","William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan","70,315",6.4," massive alien spacecraft, enormous power destroys, cruiser entering, federation space, admiral james, ordered take command, first time, fiveyear mission epsilon, ix space station alert, alien spacecraft starship range, enterpriseafter undergoing major overhaul, spacedock earth kirk, up rest crew, new member, intercept alien spacecraft, kirk last, commanded enterprise, task saving",93.3333,380
tt0080339,Airplane!,1980,Comedy,"Jim Abrahams, David Zucker, Jerry Zucker","Jim Abrahams (written for the screen by), David Zucker (written for the screen by), Jerry Zucker (written for the screen by)","Kareem Abdul-Jabbar, Lloyd Bridges, Peter Graves, Julie Hagerty","179,014",7.8," love life ted, striker follows, flight working, member cabin, elaine doesnt, anymore crew passenger, fall ill food, poisoning eye ted",70,381
tt0080388,Atlantic City,1980,"Crime, Drama, Romance",Louis Malle,John Guare,"Burt Lancaster, Susan Sarandon, Kate Reid, Michel Piccoli","12,491",7.4," atlantic city place people go, realize dream promise future manifested, demolition old crumbling, building replaced new hotel, casino someone, atlantic city promise, native moose, javian saskatchewan, waitress hotel oyster bar, training black jack, croupier want, french order work casino, monte carlo, dreamer came atlantic city, pascal long, worked number, runner claim cellmate, implied confidante, bugsy siegel, still dress standard, accustomed dream, died work, stuff fred current income, kept man widowed, grace pinza grace, atlantic city fulfill dream, participate betty, lookalike contest, marrying player named, cookie pinza, sally lou grace, demolished apartment, next door neighbor, neighbor lou, sally respective apartment, window go, daily ritual dream, atlantic city, estranged deadbeat, new ageist girlfriend chrissie happens, dave chrissie bring, affect dream, namely large cache, cocaine stolen criminal source",100,382
tt0080453,The Blue Lagoon,1980,"Adventure, Drama, Romance",Randal Kleiser,"Henry De Vere Stacpoole (based on the novel by), Douglas Day Stewart (screenplay by)","Brooke Shields, Christopher Atkins, Leo McKern, William Daniels","54,944",5.7," journey san, francisco richard father cousin, emmeline find ship explode, rushed lifeboat, child escape father, lifeboat chaos, following lifeboat separated, paddy richard emmeline find, water stuck middle, nowhere time, uncharted paradise paddy, teach child fishing, hunting building, paddy get, barrel rum, found island, first arrive drowns, middle night, emmeline richard, very scared move, location rebuild, island home, many year, young teenager, very real home, hormone feeling, strain friendship richard, very determined reach, francisco let, ship pass island, signal fire, throwing home built, together emmeline attempt, survive hurt richard find, dying realizes, feel manages save, nature run course friendship turn, love couple learn fact, life emmeline baby",92,383
tt0080455,The Blues Brothers,1980,"Adventure, Comedy, Crime",John Landis,"Dan Aykroyd, John Landis","John Belushi, Dan Aykroyd, James Brown, Cab Calloway","157,375",7.9," release jake, blue prison brother elwood, go visit, penguin last nun, boarding school learn, supporting school, sell place, education authority way, keep place, open tax property paid, brother want, help decide, blue band, raise money staging, big gig, mission god, make enemy, money time",90,384
tt0080491,Caligula,1979,"Drama, History","Tinto Brass, Bob Guccione, Giancarlo Lui",Gore Vidal (adapted from an original screenplay by),"Malcolm McDowell, Teresa Ann Savoy, Guido Mannari, John Gielgud","29,642",5.3," rise fall, notorious roman emperor caligula showing, violent method employ gain, throne subsequent insanity, reign give horse, political office, executes anyone, also sleep sister, organises elaborate orgy embarks, fruitless invasion britain meeting, appropriate end, various version film ranging, minute version, legendary minute hardcore version, leaf nothing imagination, hardcore scene, main cast member",50,385
tt0080678,The Elephant Man,1980,"Biography, Drama",David Lynch,"Christopher De Vore (screenplay), Eric Bergren (screenplay), David Lynch (screenplay), Frederick Treves (book), Ashley Montagu (in part on the book ""The Elephant Man: A Study in Human Dignity"")","Anthony Hopkins, John Hurt, Anne Bancroft, John Gielgud","186,733",8.2," john merrick, real name joseph based, true story intelligent, friendly man, english society, discovered doctor, saved life, freak show",60,386
tt0080684,Star Wars: Episode V - The Empire Strikes Back,1980,"Action, Adventure, Fantasy",Irvin Kershner,"Leigh Brackett (screenplay by), Lawrence Kasdan (screenplay by), George Lucas (story by)","Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams","965,932",8.8," luke skywalker han, solo princess leia, chewbacca face, imperial force atat walker, ice planet hoth, han leia escape, millennium falcon, luke travel, dagobah search yoda, jedi master help, dark side force beckons ultimate, duel darth vader",90,387
tt0080745,Flash Gordon,1980,"Action, Adventure, Sci-Fi",Mike Hodges,"Lorenzo Semple Jr. (screenplay), Michael Allin (adaptation), Alex Raymond (based on the characters created by)","Sam J. Jones, Melody Anderson, Max von Sydow, Topol","42,374",6.5," flash gordon, american football hero skyjacked, dr han, girlfriend dale, arden threesome drawn influence, planet mongo, ruled emperor ming, evil ming, unnatural disaster, deeming world, threat rule, dale concubine attempt execute, flash intends destroy earth, amorous attention, ming daughter, unite warring kingdom mongo, rescue dale, save world",5,388
tt0080761,Friday the 13th,1980,"Horror, Mystery, Thriller",Sean S. Cunningham,"Victor Miller, Sean S. Cunningham (story), Victor Miller (story)","Betsy Palmer, Adrienne King, Jeannine Taylor, Robbi Morgan","95,918",6.5," summer camp, crystal lake group, young counselor, lead camper, unfortunately former someone, isnt happy whats, going camp enjoys, kill counselor, body fall ground",33.3333,389
tt0080861,Herbie Goes Bananas,1980,"Adventure, Comedy, Family",Vincent McEveety,"Don Tait, Gordon Buford (characters creator)","Cloris Leachman, Charles Martin Smith, John Vernon, Stephen W. Burns","4,323",4.9," pete stancheck inherits uncle, jim douglas race, car stored puerto vallarta, friend davy john friend, pete dismayed, learn car, older model volkswagen, pete see car, decide enter, grand primeo formula race, route rio, janeiro herbie car, pete predicament, try help new friend, streetwise orphan, paco pete, herbies trunk predicament, pete end, quick influx cash slyly, enlist help, louise trent, doctoral candidate melissa, petes role scheme, shy melissa, initially unknown paco, pick pocket, criminal paco, inadvertently stole film, show whereabouts incan treasure, work way, rio herbie, pete louise melissa, bad guy, bad guy, pillaging treasure, romance bloom, pete melissa louise, object affection cruise ship, captain named blythe reminiscent, captain ship, cruise kind",10,390
tt0080979,Kagemusha,1980,"Drama, History, War",Akira Kurosawa,"Masato Ide, Akira Kurosawa","Tatsuya Nakadai, Tsutomu Yamazaki, Ken'ichi Hagiwara, Jinpachi Nezu","26,332",8," powerful warlord medieval japan, dy poor thief, impersonate find difficulty living, role clash spirit, warlord turbulent time",33.3333,391
tt0081207,My Bodyguard,1980,"Comedy, Drama, Family",Tony Bill,Alan Ormsby,"Chris Makepeace, Adam Baldwin, Matt Dillon, Paul Quandt","7,591",7.1," clifford peache new kid, lake view, high school, stress role entail make, situation worse, insulting moody leader group, tough extort lunch money, kid punk, pretend bodyguard, kid protect, linderman rumored, brother cold blood, clifford befriends sullen, linderman hire bodyguard moody, ante linderman, fighting belief haunted, past image",100,392
tt0081283,Ordinary People,1980,Drama,Robert Redford,"Judith Guest (novel), Alvin Sargent (screenplay)","Donald Sutherland, Mary Tyler Moore, Judd Hirsch, Timothy Hutton","39,128",7.8," beth calvin, son conrad, aftermath death son conrad, overcome grief, guilt extent suicide attempt, therapy beth, preferred brother, difficulty supportive conrad, calvin trapped, hold family",71.4286,393
tt0081353,Popeye,1980,"Adventure, Comedy, Family",Robert Altman,"Jules Feiffer (screenplay), E.C. Segar (based on characters by)","Robin Williams, Shelley Duvall, Ray Walston, Paul Dooley","25,438",5.2," buff sailorman popeye, awkward seaside town called, wimpy hamburgerloving, man olive oyl, soontobe love, life bluto, huge mean pirate, sweethaven pay, good reason popeye, pappy middle, new friend popeye head, stop bluto, got power, spinach popeye, butt bluto, right mush watch popeye, mop floor punk burger, joint stop greedy tax, man take, abandoned baby sweepea, finish cause eats spinach",64,394
tt0081398,Raging Bull,1980,"Biography, Drama, Sport",Martin Scorsese,"Jake LaMotta (based on the book by), Joseph Carter (with), Peter Savage (with), Paul Schrader (screenplay), Mardik Martin (screenplay)","Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent","265,895",8.2," jake lamotta step, ring obliterates, treat family, friend way, ticking time, bomb ready, lamotta want, family love, paranoia jealousy kind rage helped, make champ, real life",96.3636,395
tt0081505,The Shining,1980,"Drama, Horror",Stanley Kubrick,"Stephen King (novel), Stanley Kubrick (screenplay), Diane Johnson (screenplay)","Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers","705,594",8.4," signing contract, jack torrance, normal writer, former teacher agrees take, care hotel, long violent past, put everyone, hotel nervous situation, angry life son, danny try use, special talent, shining inform, going hotel",92.5,396
tt0081534,Somewhere in Time,1980,"Drama, Fantasy, Romance",Jeannot Szwarc,"Richard Matheson (screenplay), Richard Matheson (novel)","Christopher Reeve, Jane Seymour, Christopher Plummer, Teresa Wright","22,946",7.3," young writer richard collier met, opening night, old lady, back mystified try, famous stage, actress early elise, mckenna becoming, obsessed manages, time meet fall, appreciated manager, outlast immense problem caused, time difference, remain time",88,397
tt0081554,Stardust Memories,1980,"Comedy, Drama",Woody Allen,Woody Allen,"Woody Allen, Charlotte Rampling, Jessica Harper, Marie-Christine Barrault","18,430",7.4," renowned filmmaker, sandy bates professional transition, early career, serious movie, meaning life, way including, movie going public, love movie, studio executive, comic element, current movie production, attend weekend, film festival movie, throng request time, reflect life, address question post screening, specifically love life, current girlfriend, married isobel, start fall, festival attendee daisy, festival columbia, professor boyfriend jack abel reminds, former girlfriend",28,398
tt0081573,Superman II,1980,"Action, Adventure, Sci-Fi","Richard Lester, Richard Donner","Jerry Siegel (character created by: Superman), Joe Shuster (character created by: Superman), Mario Puzo (story by), Mario Puzo (screenplay by), David Newman (screenplay by), Leslie Newman (screenplay by)","Gene Hackman, Christopher Reeve, Ned Beatty, Jackie Cooper","85,002",6.8," superman movie, general zod terence stamp, ursa sarah douglas non, jack ohalloran planet, krypton released, nuclear explosion space descend, finally rule superman, love lois, lane margot kidder find, really lex luthor, gene hackman escape, prison determined destroy, superman joining",100,399
tt0081633,Time Bandits,1981,"Adventure, Comedy, Fantasy",Terry Gilliam,"Michael Palin, Terry Gilliam","John Cleese, Sean Connery, Shelley Duvall, Katherine Helmond","50,229",7," young boy wardrobe contains, time hole hole, assortment short people, come escaping master supreme take, kevin adventure time, napoleonic time, middle age, early time legend fortress, ultimate darkness confront evil",100,400
tt0082010,An American Werewolf in London,1981,"Comedy, Horror",John Landis,John Landis,"Joe Belcher, David Naughton, Griffin Dunne, David Schofield","75,792",7.6," american college student walking, tour britain, attacked werewolf killed, mauled werewolf, killed reverts, local townspeople, unwilling acknowledge existence surviving, student begin, recent victim, demanding commit, suicide release curse, trapped world, unnatural death",60,401
tt0082089,Body Heat,1981,"Crime, Drama, Romance",Lawrence Kasdan,Lawrence Kasdan,"William Hurt, Kathleen Turner, Richard Crenna, Ted Danson","25,805",7.4," ned racine seedy, small town lawyer florida searing, married matty walker passionate, affair commences, long realise thing, standing way, rich husband edmund plot, hatch kill",100,402
tt0082096,Das Boot,1981,"Adventure, Drama, Thriller",Wolfgang Petersen,"Wolfgang Petersen (screenplay), Lothar G. Buchheim (novel)","Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann, Hubertus Bengsch","192,113",8.4," german submarine fleet, socalled battle, atlantic harass destroy, british shipping, escort destroyer class, uboats begun, heavy loss da boot, story crew uboat, film examining, submariner maintained, professionalism soldier, impossible mission, understand obey ideology government served",96,403
tt0082158,Chariots of Fire,1981,"Biography, Drama, Sport",Hugh Hudson,Colin Welland (original screenplay),"Nicholas Farrell, Nigel Havers, Ian Charleson, Ben Cross","45,445",7.2," postwwi era briton, eric liddell, fast sprinter approach running, respective life, differently son lithuanianjew, harold life, privileged life, student cambridge, overcome see obstacle face, life jew, privilege word paraphrase, old adage, isnt allowed, running prowess, earn respect classmate, extent school administration maintains, decorum isnt, case mind, china son, missionary eric scot, member church, want return, missionary work, winwin notoriety, added outlet spread word, god see, speed gift god, honor god gift, jennie liddell, away time work god, harold erics life, national race meter track, event paris olympics, fact american charles, paddock jackson, scholz favored, anticipated head, head harold eric, shadowed issue, especially affect erics, christian belief",52.5,404
tt0082198,Conan the Barbarian,1982,"Adventure, Fantasy",John Milius,"Robert E. Howard (based on the character created by), John Milius, Oliver Stone","Arnold Schwarzenegger, James Earl Jones, Max von Sydow, Sandahl Bergman","121,975",6.9," village attacked evil ruler, snake cult thulsa, doom james, earl jones, evil warrior thulsa, doom warrior, parent young boy, conan jorge sanz enslaved, conan grows, warrior trained, fighter year, slave gladiator, conan set free conan, quest vow avenge parent solve, riddle steel, named subotai, gerry lopez beautiful thief, fall love, conan valeria, sandahl bergman, chinese wizard mako, conan companion, set rescue, princess yasmina valrie, quennessen daughter, osric max von sydow snake, cult get, revenge thulsa doom, avenge parent",86.6667,405
tt0082199,Condorman,1981,"Action, Adventure, Comedy",Charles Jarrott,"Marc Stirdivant (screenplay), Robert Sheckley (novel)","Michael Crawford, Oliver Reed, Barbara Carrera, James Hampton","3,898",5.8," comic artist writer woody performs, courier operation friend harry, work cia, hostile agent, natalia request assistance defection, request leverage, use cia resource, comic book creation, condorman life battle, evil krokov",10,406
tt0082263,The Devil and Max Devlin,1981,"Comedy, Family, Fantasy",Steven Hilliard Stern,"Mary Rodgers (story), Jimmy Sangster (story), Mary Rodgers (screenplay)","Elliott Gould, Bill Cosby, Susan Anspach, Adam Rich",986,5," max dy accident, hell devil barney, make offer, manages get, earth max accepts, return earth equipped, special power, however task harder, year old, tobi demand marry mother",100,407
tt0082269,Diva,1981,Thriller,Jean-Jacques Beineix,"Daniel Odier (novel), Jean-Jacques Beineix (adaptation), Jean Van Hamme (adaptation), Jean-Jacques Beineix (dialogue)","Wilhelmenia Fernandez, Frédéric Andréi, Richard Bohringer, Thuy An Luu","10,194",7.3," young operaloving, mailman jules, entangled murder, young woman, mob hit, men drop, incriminating cassette, mailbag jules, recorded opera, star cynthia, latest concert something coup hawkins, recording kind, jules find, target hit, men want, voice recording, couple ominous, mysterious agent",90.6667,408
tt0082340,Escape from New York,1981,"Action, Sci-Fi",John Carpenter,"John Carpenter, Nick Castle","Kurt Russell, Lee Van Cleef, Ernest Borgnine, Donald Pleasence","103,639",7.2," future crime control, new york city manhattan, maximum security prison grabbing, bargaining chip, right air, convict bring president plane, old gotham gruff snake, oneeyed lone, new prison life coerced, bringing president, cargo land",100,409
tt0082348,Excalibur,1981,"Adventure, Drama, Fantasy",John Boorman,"Thomas Malory (book), Rospo Pallenberg (adaptation), Rospo Pallenberg (screenplay), John Boorman (screenplay)","Nigel Terry, Helen Mirren, Nicholas Clay, Cherie Lunghi","50,788",7.4," myth king, arthur brought screen, uthur pendragon, mystical sword, wizard merlin death, uthur buries, sword stone, next man, england year, son draw excalibur, guided merlin, arthur marries, knight round, table arthur, evil halfsister, morgana sire son, prove downfall",10,410
tt0082398,For Your Eyes Only,1981,"Action, Adventure, Thriller",John Glen,"Richard Maibaum (screenplay), Michael G. Wilson (screenplay)","Roger Moore, Carole Bouquet, Topol, Lynn-Holly Johnson","79,081",6.8," familiar looking, face bond, sent recover, communication device, atac went, british spy ship, sunk bond, device travel, melina havelock, murdered bond, encounter aristotle kristatos, colombo accusing, link russian bond, melina solve",40,411
tt0082406,The Fox and the Hound,1981,"Animation, Adventure, Drama","Ted Berman, Richard Rich, Art Stevens","Daniel P. Mannix (based on the book by), Larry Clemmons (story), Ted Berman (story), David Michener (story), Peter Young (story), Burny Mattinson (story), Steve Hulett (story), Earl Kress (story), Vance Gerry (story)","Mickey Rooney, Kurt Russell, Pearl Bailey, Jack Albertson","71,495",7.3," fox tobe, hunting hound, become inspepearable friend, pup friendship, day childhood, older grow, old comrade, bond put ultimate test",95,412
tt0082484,Quest for Fire,1981,"Adventure, Drama, History",Jean-Jacques Annaud,"Gérard Brach (screenplay), J.H. Rosny Sr. (based on the novel by)","Everett McGill, Ron Perlman, Nicholas Kadi, Rae Dawn Chong","17,871",7.4," anthony burgess, primitive language, prehistoric adventure trio, warrior travel savanna encountering, sabretoothed tiger, mammoth cannibalistic tribe, search flame, replace fire, tribe lost",50,413
tt0082495,Halloween II,1981,Horror,Rick Rosenthal,"John Carpenter, Debra Hill","Jamie Lee Curtis, Donald Pleasence, Charles Cyphers, Jeffrey Kramer","58,008",6.6," continuation plot halloween, michael myers, indestructability resuming, murder spree, bullet original movie, laurie strode, intended victim, dr sam loomis, hot pursuit",-23.3333,414
tt0082509,Heavy Metal,1981,"Animation, Adventure, Fantasy","Gerald Potterton, John Bruno, John Halas, Julian Harris, Jimmy T. Murakami, Barrie Nelson, Paul Sabella, Jack Stokes, Pino Van Lamsweerde, Harold Whitaker","Daniel Goldberg (screenplay), Len Blum (screenplay), Dan O'Bannon (original story), Daniel Goldberg (story), Len Blum (story), Richard Corben (original story), Bernie Wrightson (original story), Dan O'Bannon (story), Angus McKie (original story), Daniel Goldberg (story), Len Blum (story)","Don Francks, Caroline Semple, Richard Romanus, Susan Roman","26,436",6.7," astronaut brings, home glowing green orb, however green orb, wipe corner, purpose claiming, embody ultimate, evil malevolent, known locnar terrorizes, girl showing, series bizarre, fantastic story, first harry canyon, cynical taxi driver squalid, new york, involved damsel distress, murderous thug desire locnar, archaeologist father, den chronicle adventure, nerdish teenager, fantasy world, studly naked muscle, man desired beautiful woman, involved conflict, possession locnar, third captain, title character handsome, irredeemable scoundrel stand accused, trial locnar throw, chaos fourth world, war ii bomber, plane limp, home bombing, dead crew member, murderous zombie, so dangerous buxom, secretary pentagon, alien wastrel, final story taarna locnar, future earth change, peaceful people, barbarian rampage genocidal zeal, silent swordswoman, known taarna, victim stop locnar",3.33333,415
tt0082736,Mephisto,1981,Drama,István Szabó,"Péter Dobai (screenplay), István Szabó (screenplay), Klaus Mann (novel)","Klaus Maria Brandauer, Krystyna Janda, Ildikó Bánsági, Rolf Hoppe","8,045",7.9," german stage actor find, unexpected success, mixed blessing, popularity performance, faustian play, take power, prewwii germany, associate friend flee ground, nazi terror popularity character, supercedes existence, best performance, appearance nazi patron",70,416
tt0082766,Mommie Dearest,1981,"Biography, Drama",Frank Perry,"Christina Crawford (book), Frank Yablans (screenplay), Frank Perry (screenplay), Tracy Hotchner (screenplay), Robert Getchell (screenplay)","Faye Dunaway, Diana Scarwid, Steve Forrest, Howard Da Silva","12,189",6.7," relationship christina crawford, adoptive mother joan crawford presented, christinas view, unable bore child joan denied, regular adoption agency, divorced status, single working, person lover time, metrogoldwynmayer lawyer greg, savitt able, go brokerage, adopt baby girl, adoptive child joan belief, difficult upbringing, stronger person decides providing, comfort successful hollywood, coddle christina, child treating christina competitor, daughter joans treatment, passiveaggressive fueled, low career narcissism go, actress alcohol abuse, especially low time, much action, christina christina, emotional abuse joan hurl, christina course relationship christina, wonder joan adopted, seeing abuse, want mother love, very bitter end",40,417
tt0082817,Nighthawks,1981,"Action, Crime, Thriller","Bruce Malmuth, Gary Nelson","David Shaber (screenplay), David Shaber (story), Paul Sylbert (story)","Sylvester Stallone, Billy Dee Williams, Lindsay Wagner, Persis Khambatta","13,983",6.4," deke dasilva, new york city cop get, elite antiterrorism, squad time, international terrorist, new york city looking, cause chaos, dasilva fox",100,418
tt0082846,On Golden Pond,1981,Drama,Mark Rydell,"Ernest Thompson (screenplay), Ernest Thompson (based on his play)","Katharine Hepburn, Henry Fonda, Jane Fonda, Doug McKeon","23,479",7.7," back golden pond, so norman thayer, retired professor, ethel summer cottage, early marriage summer daughter, chelsea havent, seen year, birthday fiance way europe, next day, back couple, week pick, fiance son return, chelsea married, stepson relationship father, father daughter, able communicate",97.1429,419
tt0082971,Raiders of the Lost Ark,1981,"Action, Adventure",Steven Spielberg,"Lawrence Kasdan (screenplay by), George Lucas (story by), Philip Kaufman (story by)","Harrison Ford, Karen Allen, Paul Freeman, Ronald Lacey","747,601",8.5," year archeology professor, named indiana, jones venturing, jungle south, golden statue, deadly trap, escape jones, hears museum, curator named, marcus brody, biblical artifact, called ark, existence jones venture, vast place, nepal egypt, enemy rene belloq, band nazi order",93.3333,420
